age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
21,2,142942,10,1,8,1,0,1,7965,1898,59,5,1
27,1,44500,13,4,14,5,4,1,3865,1663,23,7,0
33,5,409404,14,4,2,5,3,1,15236,1997,59,29,1
74,3,407693,14,4,2,1,2,0,7999,2378,36,20,1
60,7,223074,8,3,8,1,4,1,15211,1898,36,1,0
74,1,188854,11,2,10,4,0,1,0,1127,40,9,0
74,3,272522,12,6,7,4,0,1,7982,1661,46,23,1
27,1,142413,7,4,12,3,2,1,7936,1998,59,33,1
67,7,44170,9,5,11,1,1,0,102060,0,85,38,1
33,5,222771,5,5,13,3,4,0,7968,1897,13,0,1
67,8,113738,8,0,12,0,0,1,7990,1997,50,25,1
47,3,272046,5,2,13,5,0,0,101970,1661,31,26,1
47,1,188548,2,0,6,0,1,0,0,1897,23,12,1
21,8,518202,0,0,5,3,3,1,26805,0,85,14,0
43,7,142287,1,3,0,2,4,1,26874,1126,71,19,1
74,5,188744,1,0,10,4,3,1,3866,1664,71,30,1
38,6,114169,15,1,12,1,3,0,102105,1997,31,27,1
47,5,339929,4,2,13,1,3,0,7965,1898,13,5,1
38,2,408980,3,5,6,0,0,0,102031,2381,71,22,0
43,7,271601,7,6,10,2,1,0,3841,0,50,22,1
74,1,44406,15,1,6,0,0,1,3891,0,85,38,0
74,8,113853,1,5,11,4,4,1,7989,1130,40,16,1
52,8,113603,7,3,13,1,3,0,7959,1666,13,26,1
27,3,142715,11,3,13,3,3,1,7958,1897,71,2,0
74,7,44342,8,1,6,3,3,1,0,1662,50,10,0
52,5,188493,15,0,0,0,1,1,101888,2378,40,8,1
27,0,272750,9,0,6,5,3,1,15254,1665,71,25,0
38,2,44345,0,5,3,4,4,1,26904,2374,50,21,0
60,4,223502,14,6,0,1,3,1,15231,2375,23,10,0
38,2,44482,14,6,7,0,2,0,3866,1897,46,7,0
60,6,408936,3,1,11,4,4,0,0,1665,85,25,1
60,2,272564,9,2,2,1,4,1,26828,3057,31,31,1
38,2,188866,7,2,8,3,0,1,27054,0,31,9,1
52,5,223026,15,3,13,2,1,1,26735,1141,50,15,0
21,7,223213,8,5,13,1,0,1,0,1898,31,25,0
74,5,410107,14,0,6,2,0,0,26873,3050,59,10,0
60,7,188789,6,5,4,3,2,1,15230,3071,59,30,0
33,4,340234,7,3,7,5,3,0,15232,2382,31,39,0
38,6,223281,0,0,4,1,1,0,8007,1998,59,2,1
60,2,339440,5,2,3,0,2,1,26921,1897,50,8,1
60,5,143169,11,0,12,0,4,0,101954,1665,71,5,1
67,1,223527,6,2,4,4,1,1,0,1142,40,16,1
47,1,520733,10,0,1,4,1,1,26766,1664,13,15,0
27,8,143077,8,4,0,1,1,0,3867,3049,40,41,1
43,8,189281,9,1,13,2,2,0,26834,0,71,4,0
52,3,142552,14,5,8,5,1,1,3859,0,59,19,0
74,6,340474,5,2,0,1,1,0,0,2380,31,1,1
21,1,340007,2,0,1,1,2,1,15213,1997,50,32,1
21,0,188743,8,4,7,2,4,1,15252,3032,59,35,0
33,4,519535,11,3,7,5,2,0,7990,1663,50,8,0
27,2,188627,4,6,2,0,3,1,26849,1147,36,15,0
67,5,519686,5,6,7,4,2,0,102034,1898,23,27,1
33,4,143298,3,1,6,5,4,0,3878,1664,85,34,1
27,5,188499,13,3,1,3,4,0,7984,1662,71,31,0
38,7,44358,3,0,3,2,3,0,102019,0,46,7,1
74,0,272894,5,0,6,0,3,0,15214,1139,40,11,0
43,3,408693,1,4,1,1,2,0,15244,1898,23,31,0
74,5,222960,5,0,0,3,2,1,0,3040,40,29,0
60,7,44301,5,1,1,2,0,1,8022,1898,13,35,0
33,1,222903,6,2,9,5,0,0,3845,3062,59,27,0
43,2,189045,15,2,5,2,4,1,101918,3039,31,3,1
27,6,44482,7,2,2,5,2,1,15251,1898,40,10,0
33,1,188899,11,2,9,2,4,0,26805,1898,40,9,0
21,6,519900,14,1,10,5,2,1,102001,1998,36,3,0
67,3,519372,10,5,9,0,4,0,8003,0,13,4,1
74,4,517741,5,2,9,2,3,0,7983,0,50,34,0
52,8,188896,10,3,14,4,3,0,101882,1998,50,0,1
60,5,142449,3,0,6,2,0,1,0,3043,46,21,1
47,4,340103,14,6,13,2,1,1,101861,1997,85,14,1
21,5,272473,7,5,1,2,4,1,0,2379,71,13,1
60,5,44424,8,3,5,1,3,0,3880,0,59,39,0
43,7,114023,4,4,7,3,2,0,3869,1666,50,40,1
38,6,518902,8,4,1,1,0,1,102006,1897,40,41,0
67,0,516293,6,6,12,0,0,0,26684,1661,71,35,1
47,3,339744,1,5,4,4,3,0,15255,1898,13,11,1
74,5,142700,12,1,9,0,1,1,8018,0,46,38,1
27,6,142461,5,2,1,5,2,0,15227,3052,31,4,1
27,0,339751,10,3,4,3,0,1,7982,0,50,20,0
27,6,272897,0,1,2,5,4,0,3890,3037,13,33,1
52,7,142561,0,3,10,2,1,0,15223,1997,50,3,0
74,5,517423,4,3,1,0,0,1,0,3052,23,6,0
27,2,223049,13,5,5,5,3,1,102190,1898,36,9,1
38,2,114136,2,5,2,5,1,1,7974,2377,85,18,1
38,6,44191,2,4,1,1,0,1,101934,1661,71,31,0
67,1,188377,3,5,2,2,3,0,101839,1121,71,4,1
74,8,188844,6,5,1,3,2,1,8032,1662,40,6,0
60,3,408889,12,2,14,5,0,0,3858,2379,46,36,0
74,1,223055,9,5,14,4,4,1,15233,1897,23,27,1
67,8,188780,0,6,1,5,2,1,7973,2378,31,8,0
43,1,222325,4,6,2,1,4,0,3849,1998,60,23,1
74,6,188785,8,5,9,1,4,1,102058,1128,71,14,0
21,2,272670,12,3,13,2,0,0,102061,1661,85,19,0
47,5,113931,12,0,0,1,4,0,8005,2378,31,34,1
47,6,339909,11,0,4,1,3,1,7939,0,31,26,1
27,0,113730,14,5,9,2,4,0,3875,1147,50,1,1
27,3,113845,13,4,12,2,3,1,15229,2377,50,5,0
52,1,188827,0,2,4,0,1,0,0,1662,13,5,1
74,3,113697,8,3,9,3,3,1,15227,1997,85,20,1
74,2,518106,12,0,14,3,4,1,26874,3035,31,33,0
38,7,189318,5,4,5,1,1,0,15233,1897,46,32,1
74,4,223196,7,2,12,5,1,0,101929,1998,50,27,0
52,4,272084,13,2,8,3,2,1,0,1143,85,6,0
52,2,44268,15,1,8,3,0,0,0,0,46,35,0
33,2,44516,13,0,4,3,4,0,102029,1897,50,28,0
38,4,142837,4,0,2,5,3,1,3874,1141,59,39,0
60,6,271976,0,2,8,0,2,0,26812,2374,36,22,1
27,1,339296,9,3,12,3,4,1,0,1898,85,21,0
67,4,44191,15,2,14,1,4,0,7945,3039,36,28,0
74,6,114103,1,2,4,0,0,0,15235,0,31,12,1
74,8,339716,9,6,11,5,2,1,26765,3045,46,20,1
47,6,223478,13,4,0,0,3,1,15213,1897,23,21,0
60,7,272418,8,5,2,2,0,1,7989,1136,40,14,1
52,6,188858,8,4,0,2,4,0,3884,1144,59,13,0
43,0,272631,0,4,0,4,3,0,3869,1661,46,29,1
27,1,44478,7,0,8,3,0,0,7999,3050,31,38,0
67,2,142763,3,5,4,4,3,0,3869,0,13,24,1
38,3,114284,2,1,7,0,3,1,0,1667,85,35,1
43,1,188696,0,2,13,0,0,0,26803,1897,59,8,0
67,0,273391,10,3,8,2,2,0,15224,3052,13,33,0
74,7,114434,15,4,8,4,4,0,26913,1661,23,9,0
43,4,114126,1,0,6,2,1,0,7970,3041,13,25,0
43,0,272508,11,1,0,0,3,1,15232,1138,36,3,0
33,2,44367,0,0,5,1,1,1,15223,3025,59,39,1
27,3,408435,13,4,12,3,2,1,7977,1897,85,20,0
74,1,409082,9,6,13,1,3,1,26797,3058,23,1,1
67,1,272334,11,3,5,0,2,0,26911,1665,85,35,1
33,1,113466,15,4,13,4,0,0,7974,3064,85,0,0
21,6,340407,12,5,7,4,4,1,26769,0,59,12,1
43,1,44274,0,5,14,2,4,0,7990,2380,31,11,0
74,2,188788,15,2,7,4,2,0,0,3056,46,19,1
33,7,141924,11,0,3,1,2,1,3861,3054,31,25,0
47,2,272450,1,3,13,1,1,0,102130,1666,50,8,0
27,8,188946,4,3,12,0,2,1,3864,1146,40,2,1
27,5,519843,10,0,12,5,1,1,101984,0,46,13,1
27,5,521816,0,6,13,5,4,0,0,1139,40,27,1
74,4,113865,13,5,8,1,4,0,26841,1898,50,10,0
47,2,272698,7,1,1,4,0,1,3892,2377,59,13,1
74,5,223233,2,1,0,3,1,0,101889,1898,59,35,0
52,7,340337,14,2,6,1,3,0,101785,1665,31,24,0
60,1,142706,2,0,6,1,3,0,101949,0,31,36,0
60,1,222779,8,4,6,2,2,1,7957,3035,13,28,0
38,4,44246,0,2,8,0,3,1,0,2383,31,18,1
47,0,522171,12,4,14,4,3,1,7971,1133,85,40,1
52,7,340840,6,5,0,3,4,0,101928,2379,23,26,1
60,4,408555,13,3,0,4,0,0,0,1998,31,23,1
33,8,188817,7,3,11,2,4,0,101949,1666,59,39,0
21,6,409533,14,5,13,3,3,1,3897,1130,50,17,1
52,3,272548,14,3,12,2,1,0,7963,1897,85,13,0
47,2,223170,3,4,7,4,4,0,101940,0,59,18,0
38,3,188826,3,1,2,5,4,1,3873,1898,71,20,0
38,3,142900,11,3,11,5,0,1,0,1663,23,41,0
52,0,188857,6,2,10,0,4,1,3842,1998,85,24,0
27,7,44294,12,6,1,4,4,1,7985,0,59,40,1
21,1,222571,3,1,8,1,4,0,102008,2380,23,14,1
43,1,339467,14,0,3,3,1,0,7967,1897,13,21,1
21,5,143016,3,6,4,5,3,1,3883,3040,85,0,0
27,8,188948,1,6,3,5,1,1,26873,1997,85,32,1
38,7,189088,9,5,12,5,2,0,0,1664,50,23,1
21,1,142885,3,2,7,1,3,1,101959,1897,31,34,0
21,6,142891,2,6,3,2,3,0,3853,1997,59,39,0
74,2,142803,11,6,0,5,1,0,3878,1897,46,5,1
38,0,143195,15,5,5,5,0,1,26881,3054,23,11,1
74,1,143130,7,1,13,4,2,0,7987,1126,46,40,0
27,1,142676,11,1,10,2,2,0,26826,1130,59,33,1
21,4,44278,2,4,6,2,1,0,101979,2377,59,29,1
74,4,273252,2,5,12,5,1,0,15253,1140,71,4,1
52,7,44416,11,0,13,2,0,1,7987,1668,59,38,1
60,4,272651,5,3,2,5,3,0,7991,3062,71,38,0
74,8,113220,7,5,10,1,1,0,26843,1662,31,23,1
33,3,44449,7,3,9,5,3,0,102007,1661,59,34,1
21,6,272220,13,3,11,5,0,0,0,2381,71,18,1
74,3,44286,0,5,12,3,1,1,15226,1145,31,29,1
74,3,223435,12,1,6,5,1,0,3890,1662,71,37,0
47,5,340362,3,0,2,2,1,0,101956,1997,71,2,1
60,5,142969,15,1,5,0,4,1,7974,2376,36,25,1
33,3,44339,9,5,6,1,2,1,15222,1898,36,25,1
33,0,142522,7,5,10,4,0,0,0,1130,31,16,0
33,0,408453,1,5,3,1,0,0,0,3060,40,15,1
60,5,272417,0,1,14,0,2,1,101910,1143,59,16,1
52,0,44288,2,5,0,5,1,1,26868,1996,71,40,0
33,5,340397,15,1,7,4,1,0,15243,0,23,36,1
60,0,44386,0,5,3,1,1,1,3850,1135,85,37,1
38,7,340394,12,1,11,2,1,0,3882,1147,46,1,0
52,3,409271,4,5,12,1,1,0,3876,1663,85,5,0
52,8,113938,15,5,4,3,0,0,7948,1997,31,7,0
67,0,519564,7,2,5,2,4,1,0,3039,71,14,1
52,8,223403,3,2,4,4,1,0,102089,1897,40,15,0
38,0,114298,2,4,3,3,3,1,26785,1125,23,38,1
21,2,519834,7,0,8,0,0,0,8002,1897,46,25,0
67,7,142189,2,6,13,5,1,1,7977,1664,50,10,0
38,5,142703,0,3,11,3,3,1,26888,1897,59,34,1
47,5,409883,6,6,4,4,2,1,26751,0,59,22,1
27,6,142526,11,3,2,1,4,1,26790,2378,59,29,0
43,3,188538,1,2,8,4,4,0,101969,1998,40,8,1
33,8,520148,9,6,5,4,3,1,0,1898,23,16,1
60,0,141875,14,6,10,1,2,0,0,1897,36,37,1
33,8,408582,1,4,3,1,1,0,0,3060,59,28,0
43,5,114132,7,0,3,1,0,0,3834,1146,31,29,0
38,2,189045,1,3,14,1,0,0,15227,1664,71,26,0
47,1,339881,11,6,12,3,1,1,15213,2382,46,37,0
52,1,409108,14,2,12,4,0,1,101941,2374,85,23,1
60,8,223336,7,6,4,1,2,0,0,1665,59,21,1
21,1,408673,9,6,13,1,0,0,15217,1152,13,38,0
74,2,142085,10,1,4,0,4,1,7998,1150,46,5,0
52,0,409126,2,1,6,2,2,1,7956,1897,40,39,0
38,5,407495,7,1,9,5,4,0,7979,0,23,0,1
47,7,188880,11,4,10,1,2,0,0,2377,59,35,0
60,2,188500,14,6,7,1,3,1,26850,2379,50,19,1
43,0,189044,1,6,7,0,3,0,26744,2380,23,26,1
60,6,142674,0,6,11,4,2,1,26949,2376,13,11,0
38,7,114579,1,3,10,1,3,1,15240,1997,40,19,0
60,4,272785,6,5,0,1,4,0,3856,1898,36,39,0
67,4,223300,4,5,14,0,4,1,0,3040,31,18,0
43,4,339978,6,0,1,1,0,1,3895,1998,40,34,1
74,7,142941,11,3,14,3,4,0,8014,3055,71,12,0
47,8,44382,0,1,5,0,1,0,3856,1149,40,19,1
43,3,142449,7,4,0,2,0,0,3882,0,59,17,1
47,4,223426,8,2,3,4,0,1,8018,1663,36,33,1
67,5,113984,15,3,13,2,1,1,7986,1998,23,24,0
43,6,188591,2,0,11,5,3,1,15221,1667,46,30,1
60,3,44337,8,0,9,5,1,0,15249,3047,50,29,1
74,5,339757,4,2,12,1,1,0,101981,2381,40,32,1
43,7,113952,5,3,2,5,3,0,3883,1664,36,5,0
60,5,142555,0,2,6,1,2,1,0,2379,13,22,1
60,1,517240,0,5,1,1,4,1,26856,1997,85,40,1
38,5,408720,6,6,0,2,4,1,15242,1997,40,0,0
38,2,222992,14,0,2,3,4,0,7979,1898,50,40,0
43,2,222991,13,0,1,2,1,0,7977,1998,46,38,0
52,4,44356,14,4,11,0,1,0,0,1127,50,14,0
43,1,142219,12,5,5,5,3,1,3857,1998,46,37,0
60,5,188899,14,6,14,4,1,1,102014,2380,36,9,1
27,8,44243,15,3,3,3,1,0,15241,1664,36,16,0
47,3,143004,3,3,4,5,0,1,26845,1997,40,26,0
33,6,142654,0,0,4,1,2,1,0,1997,31,23,0
60,2,188699,1,4,3,0,0,1,0,0,50,15,1
47,7,142677,3,1,5,5,4,0,3872,0,13,33,1
27,6,113786,15,2,5,2,0,1,3875,1897,85,5,0
27,8,114627,12,5,9,2,2,0,26751,1660,85,8,1
43,8,273085,2,6,3,3,2,0,26786,1997,40,22,1
60,7,142786,2,6,7,5,1,1,0,1155,36,29,1
60,7,521503,9,4,6,5,1,1,26768,0,13,32,1
47,3,44235,13,5,14,4,2,0,15229,1664,46,38,0
67,3,223636,13,5,12,2,2,1,26732,1664,23,41,1
52,8,340029,11,4,12,1,0,0,0,1897,13,4,1
43,3,142527,3,6,12,1,2,1,101973,0,36,24,0
43,2,113990,0,2,6,1,4,1,3907,1144,40,28,0
38,7,44455,13,1,12,4,1,1,0,0,40,1,0
21,3,520436,8,6,14,2,1,0,102012,3047,36,36,1
52,6,409422,12,1,7,5,4,1,7965,3044,13,12,1
33,4,223049,14,4,0,5,0,1,7972,1663,31,30,0
74,5,188834,3,3,13,5,3,0,102044,0,50,6,1
67,6,519771,0,0,7,1,4,1,3860,0,59,9,0
27,7,223285,4,0,10,5,3,1,15221,1998,46,24,0
33,8,340269,3,6,14,2,3,0,26805,2377,31,17,1
74,8,520658,9,3,13,2,0,1,0,1149,31,40,0
67,2,142786,3,4,13,1,1,1,15234,1663,40,30,0
47,8,223073,2,4,14,4,1,1,15209,1664,31,1,0
21,5,113740,9,0,0,2,4,1,15213,1998,85,31,1
38,5,408305,9,2,7,3,0,0,0,0,31,8,1
27,0,188880,0,0,14,5,1,1,15237,0,40,13,1
21,1,222944,4,4,0,4,3,0,15248,1139,46,41,1
67,8,272651,8,1,8,0,3,1,3894,2379,59,34,0
21,3,522787,4,1,0,1,2,0,3894,1137,13,21,0
74,0,272952,6,1,5,2,1,0,7987,0,23,13,1
43,2,44477,9,6,8,3,1,0,26796,1898,85,16,1
67,7,44470,14,3,8,4,1,0,15247,2381,46,39,0
47,6,189074,7,6,0,5,2,0,0,0,46,26,1
47,7,114365,5,4,12,4,1,1,3878,1897,85,27,0
60,1,518789,11,3,0,3,1,0,3898,1139,40,18,1
60,7,521683,8,1,5,4,4,0,15232,1131,40,29,1
52,1,189067,12,2,2,4,3,0,15233,2375,59,2,1
33,5,523163,12,4,6,3,1,1,3864,1136,40,1,0
27,2,223333,3,3,4,3,4,0,8020,0,36,16,1
21,0,272287,1,5,1,2,3,1,0,1998,31,12,0
60,7,44225,12,3,9,5,4,0,7973,1998,85,13,0
43,2,142439,6,2,14,5,1,1,102068,1124,71,25,1
47,6,222969,7,0,0,1,1,0,0,1997,13,13,0
33,0,272428,5,3,5,5,3,0,7969,1663,59,23,1
52,5,113208,12,5,10,5,2,1,3851,3048,13,31,1
21,3,142973,8,1,10,2,0,1,8007,1150,50,35,0
52,4,410354,7,3,13,1,2,1,3882,1138,59,20,0
38,1,114152,11,1,10,0,4,1,101882,3018,85,29,0
33,0,521455,3,2,6,2,3,1,27036,2378,50,20,1
21,5,113772,12,6,13,3,3,0,7959,1663,36,14,0
33,6,339549,6,2,7,4,1,1,101854,1124,85,32,1
33,3,114387,2,0,10,1,0,0,26937,1898,31,8,0
47,4,410494,8,6,12,5,2,0,102111,3043,85,19,1
43,2,519618,10,2,11,3,2,0,0,1660,71,13,0
21,5,339334,9,4,10,0,0,0,3855,1662,46,40,1
67,3,223355,6,4,5,0,4,0,0,0,40,14,0
27,6,223167,11,2,14,3,4,0,102051,2380,59,31,0
33,6,272212,11,4,11,5,1,0,0,0,85,21,0
27,0,223342,15,5,3,5,4,1,26805,1898,46,41,0
33,8,340686,15,6,0,3,4,1,8024,1898,46,30,0
33,0,143095,6,3,9,3,3,1,7996,1998,71,26,0
52,7,44115,2,3,12,5,2,1,3873,0,36,17,0
67,0,409310,5,6,8,3,0,0,15221,1997,31,36,1
52,5,44261,8,3,6,5,3,1,15206,1145,46,11,1
47,3,408434,3,1,1,5,1,1,102089,1662,36,15,1
38,0,189095,10,5,3,1,3,0,0,1667,31,22,0
52,3,409970,11,5,8,5,3,1,0,0,23,13,0
27,7,408108,2,0,0,5,2,0,7957,1153,13,23,0
21,0,223349,8,5,1,1,4,0,7967,3005,13,7,0
38,2,340623,6,4,13,5,4,0,15234,1136,13,34,0
21,0,272499,13,5,5,0,0,1,26908,1663,23,17,0
43,5,272950,7,1,1,4,0,0,101893,0,40,36,1
68,4,223792,5,3,8,2,0,1,3884,1897,40,8,0
74,6,223157,13,4,4,1,0,0,7991,2376,59,3,0
47,8,410093,2,4,7,1,3,0,3860,1137,13,12,0
74,6,271966,11,6,9,3,3,0,101912,3041,40,22,0
38,5,521479,13,3,8,3,2,1,3881,1898,23,28,0
27,7,222330,3,0,13,0,3,1,3874,2379,13,41,0
33,4,521833,10,5,11,2,4,0,101868,2377,71,18,0
21,5,44261,12,4,9,5,0,1,3840,1143,36,40,1
67,0,339961,2,3,5,1,4,0,26866,1997,36,12,0
21,2,340479,0,0,7,4,0,1,101963,1666,71,18,0
21,6,340112,11,5,9,5,2,1,8005,2376,50,17,0
47,7,272538,7,6,2,1,1,0,15220,2381,85,1,1
67,4,340718,11,3,2,4,0,1,0,1133,23,19,1
67,5,142354,10,2,4,4,0,1,26909,1149,46,6,1
67,6,44384,13,5,10,4,3,0,101912,0,31,6,1
21,8,223134,9,0,4,2,4,0,15211,1997,36,17,1
33,4,521590,5,3,2,4,4,1,15250,1140,40,40,1
60,2,223136,9,3,2,3,1,0,26788,2377,50,39,0
74,7,44411,1,4,9,4,4,0,0,3027,36,5,1
38,1,223298,5,5,3,0,0,1,3870,3038,36,9,0
60,4,408230,8,5,13,2,3,0,3836,1997,36,13,0
21,2,223040,4,4,4,5,1,0,15214,2376,40,22,0
27,4,44402,6,6,7,0,0,0,0,3030,71,19,0
67,8,44351,10,2,12,1,0,1,102030,1137,85,30,1
27,7,143171,9,5,7,4,3,0,15230,1997,31,39,0
74,2,188856,11,6,9,0,1,1,102136,0,13,7,1
60,7,44143,7,0,4,5,4,0,26856,3025,23,6,0
27,0,188906,10,3,7,0,2,1,15236,1664,23,0,0
60,0,222542,11,0,1,3,2,1,7967,0,71,20,0
74,8,272852,8,1,8,1,1,1,3877,1897,59,9,0
60,7,188142,14,0,1,4,3,0,8031,1139,85,30,0
27,0,44091,7,5,9,5,3,1,26885,1997,50,6,1
33,4,44428,0,1,1,0,1,0,15237,1664,85,5,1
60,7,142735,10,5,12,2,4,1,15237,2379,59,20,1
21,7,408510,3,5,3,2,1,1,3877,1135,71,4,0
33,3,272012,13,4,6,3,4,1,3861,0,31,38,1
60,3,223486,10,4,11,5,4,0,7987,1997,23,10,0
52,1,409270,5,2,4,5,2,1,0,1132,50,23,1
74,4,223154,9,3,10,4,4,1,102007,0,31,35,1
33,6,114307,0,1,0,4,2,1,101975,1897,46,25,0
38,5,114124,5,5,2,3,0,1,102143,3037,13,32,1
21,5,222933,12,2,4,5,1,0,3864,2374,36,24,0
47,1,223475,9,0,9,3,4,0,0,3037,59,10,1
68,7,142729,1,2,14,4,3,0,26840,1997,46,18,0
21,0,114015,3,2,7,2,4,0,102006,1663,31,7,1
47,5,272520,4,5,13,5,4,1,3865,1998,31,25,0
27,8,189097,2,3,4,1,4,0,102094,0,46,12,1
21,1,518784,10,4,14,4,2,0,8000,2379,85,27,1
67,0,113553,13,0,13,2,2,0,15240,1898,23,13,1
47,8,518389,13,1,14,0,4,0,102059,3049,36,34,1
52,8,113922,5,4,5,5,3,0,101908,1136,85,25,0
47,2,518935,1,0,14,5,0,0,7985,1898,31,15,0
47,6,44313,0,6,7,5,4,1,0,1135,13,37,1
43,1,44382,13,2,1,5,4,0,0,0,50,19,1
21,2,409687,11,1,3,5,0,0,26865,0,36,21,0
27,6,44562,2,1,9,0,1,1,101993,2376,50,35,0
27,0,520894,11,6,11,4,0,1,102028,1665,50,33,0
52,0,339423,10,2,5,2,3,0,101894,1663,85,3,0
67,5,522956,4,4,3,5,1,1,7990,3051,59,11,1
21,8,114514,3,0,14,3,3,1,101949,3022,46,36,1
47,3,340439,8,3,3,5,1,1,26972,1897,31,19,1
60,6,114224,10,1,0,2,1,1,0,3050,59,0,0
