age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
33,1,91727,5,2,3,0,3,0,0,0,26,39,0
37,4,149635,15,0,8,3,4,0,0,0,30,26,0
49,4,190988,0,0,1,3,4,1,0,0,40,30,0
36,4,131196,2,4,3,3,4,0,0,1902,38,39,0
38,6,62447,15,2,4,0,4,1,0,0,19,39,0
21,4,322714,11,0,7,0,4,0,0,0,40,39,0
31,5,52098,12,0,7,3,0,0,0,0,29,39,0
38,5,90351,11,0,4,0,2,1,0,0,48,39,0
21,4,60385,8,0,3,1,4,1,0,0,41,39,0
31,4,137811,12,4,8,3,4,0,0,0,20,39,0
22,0,159432,12,4,4,5,2,1,0,0,38,39,0
22,1,162686,15,4,12,0,4,1,7167,0,63,39,0
38,4,75428,11,6,7,3,2,1,0,0,28,39,0
39,4,272470,11,4,7,2,4,1,0,2008,40,11,0
21,4,112620,11,4,13,3,4,0,0,2251,39,33,0
21,0,188723,14,2,3,4,4,0,0,0,24,39,0
37,4,311038,11,3,10,1,4,0,0,0,48,19,0
36,6,67218,9,5,0,0,2,1,0,1860,40,0,0
32,0,248225,15,2,0,0,2,1,0,0,46,39,0
47,4,172317,9,5,14,0,2,1,1960,0,87,39,0
36,6,328507,2,4,8,3,2,0,3941,0,40,39,0
39,4,255314,1,2,3,0,4,1,0,1856,41,39,0
39,4,206850,11,2,3,1,4,1,0,0,40,39,0
36,4,273712,11,4,3,5,4,0,0,0,41,27,0
47,1,125868,11,2,7,0,4,0,3179,0,56,35,0
48,4,297454,2,0,3,0,4,1,0,0,67,39,0
36,7,260580,11,0,1,1,4,0,0,0,84,29,0
50,4,186293,11,2,1,0,4,1,0,0,46,39,1
37,4,288256,11,4,13,4,4,0,0,0,37,39,0
31,5,165518,11,5,4,1,4,0,0,0,39,19,0
38,0,258700,9,2,8,3,2,1,0,0,52,39,0
49,4,70300,9,4,8,0,4,0,0,0,40,39,1
37,1,294263,12,4,3,5,4,0,0,0,61,39,0
38,4,123979,11,4,3,1,4,1,2322,0,40,39,0
21,0,256278,11,2,6,0,0,1,44549,0,45,39,0
21,4,167353,15,2,10,0,4,1,4060,0,40,39,0
39,4,74847,15,2,1,0,4,1,0,0,49,39,1
37,4,262566,15,4,13,3,4,1,0,0,63,39,0
50,4,137149,11,2,3,0,4,1,0,1973,46,39,1
38,4,269944,11,2,4,3,4,1,0,0,41,39,0
22,0,174929,15,2,4,0,4,1,5018,0,46,2,1
38,6,165098,11,0,10,3,4,1,0,0,70,39,0
47,4,178627,9,2,7,0,1,1,0,0,3,3,0
50,0,265059,9,6,8,2,1,1,4298,0,64,1,0
22,6,447816,15,4,10,3,4,0,0,0,40,39,0
47,4,175669,11,2,1,1,4,1,0,0,41,39,0
38,4,279757,12,2,7,0,4,1,0,0,44,39,1
49,0,337318,11,2,12,1,4,0,0,0,55,39,0
32,6,75899,9,4,10,1,4,0,0,0,19,39,0
48,4,102449,15,4,4,4,3,0,0,0,40,39,0
47,4,157481,11,4,4,4,2,0,4316,0,27,39,0
38,4,264426,9,4,14,1,4,0,0,0,33,39,0
21,4,120223,9,5,4,0,4,1,54893,0,56,39,0
33,4,126941,11,2,10,0,4,1,0,0,27,0,0
50,6,302910,11,2,0,0,4,1,0,0,40,39,0
21,6,259148,11,4,4,4,4,0,0,0,40,39,0
38,4,343985,13,4,14,1,1,1,0,0,41,39,0
35,6,135485,15,4,8,4,4,0,0,0,37,26,0
32,4,308679,0,0,1,4,4,1,0,0,32,14,0
32,4,338132,11,5,5,1,4,1,0,0,29,39,0
21,4,51824,7,4,11,3,4,1,0,0,40,6,0
32,4,129983,12,2,1,4,4,0,0,0,21,33,0
38,6,61398,11,4,1,3,2,0,0,0,35,37,0
32,4,222561,11,4,4,3,4,0,0,0,39,39,0
33,4,147776,15,2,8,0,4,1,0,0,40,39,0
30,4,78366,10,5,6,5,4,0,0,0,40,39,0
39,6,135084,15,2,1,3,4,1,0,0,40,39,0
37,6,52301,11,0,3,0,4,1,0,1827,41,39,0
38,4,76142,15,2,4,0,4,1,0,0,19,39,0
35,2,274876,8,4,5,3,4,1,0,0,25,39,0
32,0,265583,6,2,10,0,4,1,3762,0,47,39,0
48,7,65219,11,0,5,5,4,0,0,0,64,39,0
31,4,129529,15,4,8,1,4,0,0,1947,39,39,0
48,6,136619,11,2,8,0,3,1,2183,0,16,39,1
32,2,291197,11,4,4,3,4,0,0,0,40,39,0
21,4,157311,11,0,4,1,4,0,0,0,38,39,0
47,5,201329,12,2,1,0,4,1,5092,0,39,39,0
32,4,71125,7,4,1,3,2,0,0,2069,40,39,0
31,0,177222,0,4,14,3,2,0,0,0,40,39,0
32,4,189796,11,4,4,4,4,0,0,0,36,39,0
31,4,235294,12,4,3,1,0,0,0,0,38,39,0
39,4,161776,11,4,11,0,4,1,0,2021,68,39,0
22,4,217916,14,1,10,2,4,1,0,0,41,39,0
49,4,231828,15,0,10,0,4,1,0,1717,44,39,0
22,4,181359,8,4,3,3,4,1,4786,0,40,39,0
32,4,159898,0,4,11,4,2,0,0,0,28,27,0
33,1,69638,9,2,10,0,4,1,0,0,60,39,1
50,1,163353,3,2,4,0,4,1,0,0,64,22,0
39,6,213417,9,2,10,0,3,1,0,0,48,39,1
22,1,49095,5,2,3,0,4,1,0,0,47,39,0
39,0,88700,15,2,3,0,4,1,0,0,45,39,1
38,4,61916,11,2,0,5,4,1,0,0,30,9,0
49,4,263493,9,2,7,4,4,0,0,0,40,39,0
41,4,63868,1,0,8,0,4,1,0,0,17,30,1
32,4,187426,11,4,13,4,4,0,0,0,40,33,0
21,6,295127,11,2,0,0,4,1,-986,1883,15,33,0
38,4,276811,11,4,14,5,4,1,0,0,52,39,0
39,4,106258,2,2,4,0,4,1,0,0,50,19,1
22,5,94386,9,2,3,4,2,1,0,0,41,39,1
36,4,130915,4,0,8,4,2,1,0,0,40,32,0
39,6,117035,11,4,1,4,4,1,7772,0,47,39,1
21,4,191471,0,5,10,3,4,0,0,0,31,39,0
39,5,186681,11,2,12,4,4,1,0,1899,61,39,0
21,4,325772,8,4,10,3,4,1,0,0,34,39,0
33,4,338023,15,4,12,3,4,0,0,0,37,39,0
39,0,56750,11,4,12,2,2,1,0,0,40,39,0
38,4,316796,15,4,0,1,3,0,0,0,42,39,0
21,4,198638,11,4,4,4,4,1,0,0,-1,39,0
32,2,105792,2,2,8,0,4,1,51859,0,40,39,1
32,4,164608,15,4,10,0,4,1,0,0,49,39,0
49,4,266439,8,4,3,4,2,0,0,0,54,1,0
48,6,156876,11,2,8,0,4,1,0,0,60,39,1
33,4,71384,11,2,8,0,4,1,3450,0,47,26,1
38,5,257935,11,2,10,0,4,1,0,0,41,39,0
21,4,51351,2,4,10,3,2,0,0,0,12,39,0
34,4,298091,11,2,4,0,2,1,0,0,33,39,1
32,4,181761,11,4,10,3,1,1,0,0,33,39,0
21,4,261301,11,2,1,1,4,0,0,0,32,35,0
21,4,175393,0,2,4,0,4,1,0,0,34,39,0
21,5,125552,11,0,3,3,2,1,0,0,41,39,0
32,7,170522,0,0,12,3,4,0,0,0,40,39,0
22,6,88553,11,2,4,0,4,1,0,0,40,39,0
38,4,147137,11,4,1,4,4,0,0,0,95,39,0
33,5,60219,11,2,1,0,4,1,0,0,35,39,0
38,6,250691,15,2,1,0,4,1,0,0,40,39,1
49,4,80757,1,2,3,5,4,1,0,0,47,39,0
21,2,62376,11,4,12,0,4,0,3748,1541,50,39,0
49,7,180812,11,0,9,3,4,0,0,0,44,39,0
32,7,306214,11,2,8,0,2,1,0,0,45,39,1
21,4,297126,11,0,8,3,4,1,0,0,44,39,0
21,4,254835,5,4,1,2,4,0,0,0,50,39,0
21,4,174319,14,4,4,3,2,0,0,0,42,39,0
49,5,75281,9,2,3,0,4,1,4308,0,47,39,1
32,4,107377,15,0,7,3,4,0,0,0,19,39,0
47,0,75847,12,2,4,0,4,1,0,0,40,22,0
38,4,186425,2,2,8,5,4,1,0,0,80,39,0
39,4,188929,11,2,5,4,4,1,0,0,40,39,0
21,6,178955,10,6,3,1,4,1,0,0,40,39,0
39,4,164569,11,4,8,4,4,0,0,0,41,39,0
31,0,153338,11,4,8,1,4,1,0,0,23,29,0
46,4,178103,11,2,0,0,4,1,0,0,22,33,1
21,6,295887,12,4,12,3,4,0,0,0,66,39,0
21,4,163837,10,5,3,4,4,0,0,0,33,39,0
38,2,325371,15,2,8,0,4,1,3242,0,40,25,1
22,4,87770,11,4,5,1,4,0,0,0,40,39,0
51,4,194328,11,2,7,0,4,1,0,0,47,39,1
38,6,176096,13,5,4,3,4,1,0,0,41,39,1
49,4,79572,9,2,5,1,4,1,5186,0,56,39,0
22,6,139986,11,2,10,1,4,1,0,0,36,39,0
37,0,277999,11,4,4,3,4,1,0,0,39,39,0
32,4,63054,11,4,0,1,4,1,0,0,60,39,0
32,4,267548,9,2,12,0,4,1,0,0,52,6,0
21,4,286134,5,4,10,3,4,0,0,1694,40,39,0
52,0,60742,11,2,3,0,4,1,0,0,41,39,0
48,4,49391,15,2,6,1,4,1,0,0,41,24,0
40,4,447261,15,2,2,4,4,0,0,0,23,39,0
40,0,161841,15,2,4,0,2,1,0,0,58,2,1
31,4,109917,11,6,8,4,4,0,0,0,39,39,0
21,4,178763,8,4,1,1,4,0,0,0,42,39,0
37,4,104841,11,4,1,4,1,0,0,0,33,39,0
21,0,197039,4,2,4,0,4,1,0,0,48,39,0
48,7,191986,0,0,3,1,4,0,0,0,6,39,0
38,4,148098,15,4,0,3,4,1,0,0,37,39,0
31,0,177766,15,4,5,3,4,0,0,0,39,39,0
47,4,75364,15,4,4,1,4,1,0,0,44,39,0
33,4,220089,15,0,11,1,4,0,0,0,92,39,0
22,2,145434,11,4,4,0,4,1,0,0,54,39,1
34,4,83498,9,2,4,0,4,1,0,0,24,39,0
21,4,135416,11,4,8,3,4,0,0,0,39,25,0
21,4,72658,11,2,10,0,4,1,0,0,39,39,0
31,4,214366,3,0,11,0,1,1,0,0,44,39,0
38,4,344056,11,2,13,0,4,1,0,0,1,39,0
50,4,64473,3,2,7,3,4,1,0,0,55,39,0
40,6,44100,11,2,10,0,4,1,6520,0,44,39,0
22,5,200984,9,2,4,0,4,1,0,0,40,39,1
38,4,194136,15,2,5,4,1,0,0,0,50,39,0
21,4,169545,15,4,13,1,4,0,0,0,21,39,0
47,4,160100,9,4,8,4,4,1,0,0,41,39,0
21,4,148186,11,0,0,1,2,0,0,0,40,39,0
22,4,57170,5,2,8,0,2,1,0,0,64,39,0
47,4,174297,11,4,10,1,2,1,0,0,12,39,0
47,4,141004,11,5,7,4,4,0,0,0,39,39,0
32,4,295771,15,2,4,3,4,0,0,0,32,39,0
33,6,103067,9,4,4,2,4,1,49406,0,46,39,1
32,4,260080,11,4,4,2,4,0,0,0,54,39,0
37,4,207024,13,4,8,1,4,0,0,0,80,19,0
38,1,133753,11,2,9,3,4,1,0,0,52,39,1
32,4,163100,11,2,1,0,4,1,0,0,54,39,1
39,4,310107,12,4,8,4,4,1,0,0,31,25,0
47,6,186293,11,5,10,0,4,1,0,0,50,39,1
21,4,184493,6,2,12,3,4,1,0,0,63,39,0
48,2,77640,15,4,4,0,4,0,0,0,40,39,0
39,4,58708,15,2,12,0,4,1,0,0,51,39,1
48,4,172279,9,2,4,0,4,1,0,0,51,39,1
31,4,69174,7,0,4,4,4,0,0,0,41,23,0
21,0,124983,15,4,5,5,4,0,0,0,27,39,0
39,4,205174,8,3,13,4,4,0,0,0,40,39,1
21,4,302623,9,2,10,1,4,1,0,0,53,39,0
51,4,229229,9,2,10,0,4,1,1042,0,40,39,0
22,0,305363,15,2,12,2,4,0,0,0,40,39,0
37,4,131256,12,4,8,0,4,1,0,0,62,39,0
39,4,162304,5,4,4,1,4,0,0,0,43,39,0
21,4,247739,11,2,8,3,2,0,0,0,3,39,0
30,2,317552,11,4,8,1,4,1,0,0,55,32,0
32,6,173566,9,2,10,1,4,1,0,0,56,39,0
21,2,204020,11,4,1,3,2,0,0,0,39,0,0
49,2,242720,15,2,12,0,4,1,0,0,51,39,1
37,4,332352,9,2,4,0,4,1,0,0,40,39,0
47,4,172522,15,4,9,1,4,1,0,0,61,29,0
37,4,147933,15,4,3,3,4,0,0,0,22,11,0
49,4,156418,9,2,12,0,4,1,0,0,47,39,1
48,2,180453,11,0,12,3,4,1,0,0,40,39,0
48,4,77685,15,4,7,3,4,1,0,0,39,39,0
38,4,132058,8,0,4,3,4,1,0,0,54,39,0
37,4,174785,9,2,5,0,4,1,0,0,70,39,1
22,4,82018,15,2,3,3,4,0,0,0,39,39,0
47,4,353744,11,4,1,1,4,1,0,0,39,39,0
32,4,192547,15,5,7,4,4,0,0,0,41,39,0
38,4,43410,12,6,7,4,4,1,0,0,64,29,0
48,7,307894,11,4,7,1,2,1,0,0,40,39,0
33,4,424148,9,2,13,1,4,1,4028,0,55,39,1
21,2,160441,9,4,11,1,4,0,0,0,45,39,0
21,7,270827,11,4,10,4,4,1,0,0,40,39,0
21,0,188444,11,0,10,1,4,0,0,0,39,39,0
38,4,80178,9,2,10,0,4,1,62100,0,49,39,1
39,4,189605,9,2,7,4,2,1,0,0,47,39,0
33,7,264845,1,6,8,0,4,1,0,1743,61,39,0
21,1,58007,11,2,8,0,4,1,0,0,57,39,1
51,0,92079,11,2,8,0,4,1,0,0,39,39,0
49,4,98731,11,4,0,4,2,0,0,0,41,39,0
48,4,121555,11,0,6,1,1,1,0,0,54,39,0
49,4,111997,15,3,4,1,4,1,46263,0,40,39,0
32,4,160859,2,6,3,5,4,1,0,0,40,39,0
37,4,142551,15,4,4,3,4,0,0,0,92,39,0
21,4,167542,11,4,3,1,4,1,0,0,34,39,0
39,2,175602,15,4,1,1,4,0,0,0,40,39,0
22,4,188858,10,2,7,4,4,1,0,1795,15,39,0
39,4,156736,11,2,10,0,4,1,0,0,51,39,1
38,0,255024,11,4,10,0,4,1,0,0,24,19,0
21,4,126448,9,4,3,3,4,0,0,0,40,39,0
21,4,290575,11,2,7,1,4,0,0,0,25,39,0
33,6,261135,15,2,8,0,4,1,0,0,42,39,1
38,4,160126,15,2,1,4,4,1,0,0,40,39,0
38,4,170251,11,4,6,4,4,0,0,0,41,39,0
34,4,292125,5,2,10,4,4,1,0,0,10,39,0
38,4,111181,9,2,1,0,4,1,0,0,51,39,1
48,4,285255,11,2,3,0,4,1,0,0,59,29,1
21,4,86558,15,0,12,1,4,0,0,0,40,26,0
21,4,63078,12,0,12,3,4,1,0,0,47,39,0
21,4,182769,2,5,12,1,4,1,0,0,40,19,0
31,5,175782,15,4,3,1,4,0,0,0,40,39,0
44,1,267777,15,4,13,3,4,0,0,0,33,39,0
30,4,215675,11,4,8,0,2,0,38926,0,40,39,0
38,4,179485,11,4,4,4,4,0,0,0,40,39,0
39,5,45786,11,2,7,1,0,0,0,0,24,39,0
50,4,327278,11,4,3,1,4,1,0,0,40,39,0
37,4,246479,11,5,3,4,4,1,0,0,39,39,0
21,4,190831,0,4,1,4,4,0,0,0,10,39,0
37,2,137637,4,4,1,4,4,0,0,0,27,39,0
39,4,179419,11,2,4,0,4,1,33159,0,47,39,1
50,0,172970,11,2,1,0,4,1,0,0,40,39,1
32,7,246490,11,4,12,0,4,0,0,0,26,39,1
21,4,292985,11,4,6,4,4,0,0,0,39,39,0
38,6,102313,11,0,3,3,4,1,0,2010,40,39,0
49,4,212524,9,4,4,1,4,1,0,0,50,39,0
21,4,234406,6,4,7,3,4,1,0,0,67,39,0
51,4,117745,4,4,8,3,3,0,0,0,50,29,0
39,2,287615,9,2,7,0,4,1,0,0,54,39,1
31,6,244688,11,2,7,0,4,1,0,1824,51,39,0
46,6,415565,9,4,13,1,4,0,0,0,40,39,0
44,0,262989,11,4,8,3,4,0,0,0,40,39,0
31,4,111130,11,4,8,3,4,0,0,0,41,39,0
32,4,189167,11,6,8,1,4,0,0,0,39,39,0
22,4,243104,15,2,4,0,4,1,0,0,40,20,1
21,0,123133,4,4,10,1,4,0,0,0,59,39,0
47,6,83258,7,4,6,1,4,0,0,0,39,33,0
39,6,248851,8,5,0,3,4,0,0,0,41,39,1
37,4,238109,9,2,10,3,4,1,0,0,40,0,0
47,4,290912,12,4,14,0,4,1,0,0,39,39,0
47,4,147520,15,4,4,3,4,0,0,0,40,39,0
47,4,132192,9,2,0,3,1,1,0,1925,24,39,0
49,4,156015,11,2,0,3,4,1,0,0,41,39,0
21,1,392556,11,2,9,1,4,1,0,0,18,39,0
37,4,158448,11,2,12,0,1,1,0,0,48,39,1
33,4,309645,9,2,0,0,4,1,0,0,66,39,0
37,5,117958,11,6,6,3,0,0,0,0,37,26,0
38,6,59253,15,4,10,0,4,1,0,0,44,39,0
40,4,283829,0,2,2,0,4,1,0,0,40,39,1
32,4,161259,11,4,5,1,2,1,0,0,22,39,0
48,4,354137,3,2,14,1,4,1,0,0,41,39,0
21,6,176739,11,4,9,1,4,1,0,0,40,39,0
32,4,336248,9,2,2,0,4,1,0,0,57,39,1
33,4,151263,11,2,10,0,4,1,0,0,33,39,1
38,4,90143,9,2,8,1,2,1,0,0,39,39,1
50,5,126180,1,4,4,3,4,1,0,0,54,39,0
50,0,117047,12,0,7,4,4,0,0,0,38,39,0
48,4,137459,3,6,4,4,4,0,0,0,39,39,0
39,4,231268,15,2,13,0,4,1,4663,0,52,39,0
37,4,148883,12,2,4,0,4,1,29130,0,55,39,0
51,4,83560,8,0,0,3,4,0,0,0,40,39,0
47,6,76395,11,2,10,0,2,1,0,0,48,39,0
32,4,358102,10,4,8,0,2,0,0,0,46,39,0
21,4,197888,12,4,8,1,4,0,0,0,40,39,0
37,4,276747,11,0,1,1,4,0,0,0,40,39,0
33,4,27183,5,2,14,0,4,1,0,0,56,6,0
31,4,206576,7,4,3,1,4,0,0,0,39,39,0
38,4,276352,9,5,12,4,4,0,0,0,41,39,0
21,4,81664,11,4,3,2,4,0,0,0,40,39,0
21,4,319390,11,4,8,1,1,0,74559,0,32,27,0
21,4,46287,11,4,4,3,4,0,0,0,27,39,0
39,7,328961,11,4,8,4,1,1,0,0,36,39,0
21,4,174599,9,4,7,5,4,1,0,0,48,39,0
22,6,187987,9,4,3,1,2,1,0,0,40,8,0
21,7,76109,11,4,12,0,4,1,0,0,50,39,0
32,5,195357,9,2,14,1,4,1,0,0,40,39,0
37,5,186779,5,2,4,3,4,1,0,1872,21,39,0
51,4,186061,8,2,8,4,4,1,3515,0,48,39,0
40,4,312592,11,2,3,0,4,1,0,0,55,39,1
48,2,156865,7,4,12,4,4,0,0,0,33,39,0
34,4,142857,11,2,10,0,4,1,1994,0,55,39,1
21,4,194588,11,2,12,2,4,1,0,0,40,39,0
32,6,257953,11,2,14,0,4,1,0,0,40,39,1
32,6,299539,11,4,5,5,4,0,0,0,45,39,0
22,6,129728,9,2,8,3,2,1,0,0,12,39,0
32,4,180198,15,2,4,0,4,0,7675,1696,40,39,0
31,4,72617,12,0,10,1,1,1,0,0,57,23,1
47,0,113067,0,4,8,3,4,0,0,1874,40,16,0
21,6,364476,15,4,10,1,2,1,0,0,87,39,0
49,4,93279,15,2,1,4,4,0,0,0,41,39,0
32,4,186961,11,2,10,3,4,0,2433,0,-4,11,0
49,4,133490,13,2,10,0,2,1,0,0,40,39,0
47,2,155331,11,0,10,3,4,0,0,0,28,39,0
49,4,185165,11,2,10,0,4,1,0,0,39,39,1
22,0,322891,15,4,8,0,4,1,0,0,29,39,0
48,4,219445,11,2,1,0,4,1,0,0,40,39,1
49,4,58599,11,2,1,5,4,0,0,0,40,39,0
48,4,69131,15,4,8,4,4,0,0,0,23,39,0
49,4,300389,12,4,12,1,4,0,0,0,41,39,0
22,6,138457,6,2,10,0,4,1,0,0,40,26,0
21,4,66863,9,5,8,1,4,0,0,1759,39,39,0
48,5,79309,11,2,4,0,4,1,0,0,40,39,1
32,4,202982,15,2,4,4,4,0,0,0,40,39,0
21,4,121633,11,0,12,2,4,0,0,0,34,39,0
37,0,56900,11,2,8,3,4,0,0,0,40,23,0
33,4,168855,0,4,10,3,4,1,0,0,40,39,0
21,2,61630,11,4,6,3,4,0,0,0,37,8,0
46,4,403035,15,2,12,0,4,1,0,0,22,39,0
33,4,156565,9,2,5,0,4,1,5190,0,50,39,1
39,2,125849,11,4,7,2,4,1,0,0,41,39,0
21,6,107660,9,4,11,4,4,1,0,1944,68,39,0
30,4,479760,11,4,3,1,4,0,0,0,27,39,0
34,4,137070,11,2,0,0,4,1,0,0,39,39,1
48,6,127984,1,0,8,3,4,0,0,0,41,39,0
50,4,168534,15,2,10,0,4,1,0,0,48,39,1
22,5,28298,8,2,7,1,2,1,0,0,50,5,0
49,1,68164,12,0,1,1,4,0,0,0,17,39,0
31,4,337305,9,4,2,1,4,0,0,0,63,14,0
33,5,275955,15,2,3,3,4,1,2957,0,19,39,0
39,4,253630,11,2,7,3,4,1,0,0,30,39,1
33,4,180525,9,2,10,0,2,1,0,0,51,39,1
37,4,133392,11,4,5,1,4,0,0,0,40,39,0
38,0,316274,14,2,3,3,4,1,0,0,40,39,0
39,2,181835,11,2,5,0,2,1,3468,0,41,3,0
47,0,67979,11,2,10,2,3,0,0,0,27,39,0
33,4,128671,1,2,6,3,4,1,0,0,40,39,0
30,4,156208,15,4,10,3,4,0,0,0,19,39,0
49,1,103779,11,2,4,3,4,1,0,0,32,39,0
38,6,158219,5,4,7,2,4,0,0,1857,36,39,0
49,6,164325,15,2,4,0,2,1,7096,0,54,39,0
32,4,88704,11,4,9,3,2,1,0,0,40,6,0
20,4,121509,11,4,3,1,4,1,0,1849,40,26,0
47,1,89974,13,0,1,1,0,0,0,0,23,39,0
32,1,278520,12,2,12,0,4,1,0,0,37,39,0
38,4,332404,10,2,8,4,2,1,0,0,40,39,1
40,0,209553,11,2,6,4,4,1,0,0,57,39,0
49,2,69011,14,2,3,4,4,0,0,0,34,39,0
38,6,147285,11,2,7,4,2,1,0,0,40,39,0
36,6,180955,11,2,6,4,4,1,0,0,41,26,0
21,0,67795,15,0,6,2,4,0,0,0,49,39,0
33,0,59071,11,4,9,1,4,1,0,0,40,39,0
22,6,183150,11,4,13,1,4,0,0,0,43,39,0
52,4,154768,9,2,4,0,4,1,3483,0,50,39,1
38,6,116752,11,0,1,0,4,1,0,0,41,39,0
37,4,204198,15,4,1,1,2,0,0,0,38,39,0
50,2,142663,8,4,3,5,2,0,0,0,43,39,0
38,4,200071,11,0,5,1,4,1,52553,0,5,39,0
47,4,303924,15,2,12,4,2,0,0,0,40,39,0
21,4,188467,12,4,6,3,4,1,0,0,40,39,0
31,4,83495,11,6,12,3,2,0,0,0,27,26,0
34,2,258190,0,2,12,3,4,0,0,0,41,39,0
50,4,176766,0,2,10,0,4,1,0,0,41,39,1
42,7,100054,15,2,3,0,4,1,3149,0,41,39,0
49,7,165386,5,0,0,1,4,1,0,0,37,39,0
37,6,189639,2,6,12,3,4,0,0,0,51,39,0
49,7,272280,4,4,8,4,2,0,0,0,41,39,0
49,6,126617,15,2,11,3,4,0,0,1905,40,39,0
32,4,171048,11,3,0,4,4,0,0,0,41,39,0
32,0,292759,11,2,9,1,4,1,0,0,30,39,0
32,4,82229,14,2,5,0,4,1,0,0,40,39,1
47,4,148675,15,2,12,0,4,1,0,0,49,39,0
21,6,114548,9,0,8,1,1,1,0,0,40,39,0
50,0,177590,9,2,12,0,4,1,1871,0,41,39,1
33,4,86563,15,2,5,0,4,1,0,0,52,39,1
49,6,174935,7,2,12,0,4,1,0,0,60,39,0
38,6,121219,15,3,3,0,4,1,0,0,24,1,0
49,5,191175,7,4,10,3,4,0,1495,0,40,39,0
48,4,68123,11,2,12,0,4,1,0,0,43,39,0
21,2,126203,11,2,8,4,4,1,0,0,55,39,0
39,4,311645,11,2,4,0,4,1,6160,0,44,39,0
39,4,180592,15,4,4,0,4,1,1508,0,41,39,0
48,7,280610,11,0,1,1,4,1,0,0,40,39,0
40,4,322898,11,2,5,1,2,1,0,0,41,39,0
47,4,155769,15,2,8,4,2,0,0,0,41,39,0
39,5,185590,15,2,14,0,4,1,0,0,51,39,0
22,4,111791,0,2,8,2,4,1,0,0,51,39,0
21,4,50166,3,4,12,5,0,1,0,1640,41,39,0
32,4,135248,12,0,8,0,4,0,0,0,65,26,0
21,1,126577,11,0,12,1,4,0,0,0,59,39,0
38,6,199334,12,2,7,0,4,1,0,0,52,39,1
21,4,137621,11,4,14,4,2,0,0,0,40,23,0
49,1,238500,11,2,7,0,0,1,0,0,52,39,0
21,4,170330,9,0,13,2,4,1,0,0,39,39,0
49,4,155684,15,2,5,0,2,1,0,0,40,39,1
22,6,258198,10,4,7,4,4,0,0,1735,37,39,0
33,4,233969,11,2,10,1,4,0,0,0,40,39,0
33,5,206242,15,2,8,0,4,1,3212,0,32,39,0
32,6,284996,11,2,3,1,4,1,0,0,26,39,0
38,6,171695,11,4,3,3,1,0,0,0,35,39,0
46,4,170253,15,4,4,3,4,0,0,0,40,39,0
49,0,122812,9,2,4,0,4,1,0,0,45,39,1
39,4,87013,15,2,0,0,2,1,0,0,55,39,0
22,6,80581,11,5,9,4,4,1,0,0,34,39,0
21,4,114604,11,5,7,3,4,0,0,0,41,39,0
32,4,135844,9,4,1,3,4,1,0,0,50,39,0
31,4,254332,0,4,10,3,2,0,0,0,25,39,0
38,4,55952,15,2,0,0,1,1,0,0,32,39,0
32,4,193575,11,6,14,2,4,1,0,0,51,39,0
21,4,42821,12,3,4,0,2,0,0,0,41,39,0
49,0,277913,12,2,10,0,4,1,3286,0,54,39,0
50,0,65391,3,2,8,0,4,1,0,1632,24,0,1
47,4,45607,11,5,6,1,4,1,0,1834,40,39,0
