age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
36,0,226865,6,0,14,3,3,1,5970,2051,17,11,0
46,4,162557,6,1,11,3,4,1,61967,1650,62,23,0
45,5,109370,13,5,7,0,3,1,0,0,47,3,0
20,7,107467,6,2,11,0,3,0,56192,1736,34,20,0
21,0,161591,11,2,11,3,1,0,0,2108,20,30,0
36,2,160140,7,5,7,4,4,1,0,2118,33,35,0
20,4,47460,15,4,13,1,3,1,69089,1908,40,6,1
36,5,290012,11,3,10,5,4,0,0,1882,55,27,1
30,6,163406,1,1,1,4,0,1,60791,0,46,23,1
36,6,51129,15,3,12,4,4,0,5138,1998,54,11,0
45,6,111447,7,1,3,2,4,1,6012,0,47,5,0
36,5,219806,3,2,1,2,4,0,0,2042,40,22,0
36,4,163728,5,4,12,2,2,1,60293,1962,40,24,1
36,0,300497,3,3,13,3,0,0,6182,1716,40,9,0
36,4,162817,8,0,11,4,3,1,5899,1679,47,21,0
20,5,224905,3,4,2,1,2,1,0,1883,33,1,0
45,7,44166,6,1,4,5,0,1,0,2021,34,0,1
46,7,50059,9,0,13,1,3,1,0,2036,19,19,1
36,6,163253,10,2,2,0,2,1,0,1662,40,25,0
30,7,110413,3,5,1,5,4,1,0,1997,34,27,0
46,5,230382,14,1,4,2,0,1,4174,1743,40,6,0
20,7,229150,0,2,3,5,4,0,6374,0,17,3,1
46,6,107739,14,5,14,0,4,0,6992,0,63,31,1
36,4,108281,7,0,2,2,4,1,0,1706,33,4,1
30,6,161989,8,0,3,4,4,1,0,0,40,36,1
35,5,106381,4,1,5,0,3,1,0,1644,54,27,0
21,5,162061,0,6,2,5,4,0,4944,0,34,21,1
30,2,112413,13,6,5,0,4,1,0,0,47,23,0
20,6,227116,14,4,1,3,4,1,4720,0,34,0,0
45,7,222300,0,5,5,0,0,1,0,2165,18,30,1
30,4,45998,4,4,9,3,2,0,0,0,34,34,1
45,0,48224,12,5,8,1,0,0,5741,1737,17,26,1
20,0,106743,3,6,13,1,0,0,0,0,59,32,0
36,7,236090,10,3,12,0,4,0,0,1989,46,20,0
36,1,226923,14,6,9,5,1,1,0,2015,61,33,0
30,4,163663,6,6,10,4,4,0,0,0,55,6,0
45,2,46273,3,4,6,2,2,1,57648,2030,34,23,0
46,5,289568,0,3,10,1,2,1,0,1984,40,6,0
30,6,217842,5,2,9,2,1,0,6855,0,55,20,0
30,1,286171,4,4,1,4,0,0,5800,0,40,20,1
20,1,160799,15,6,0,0,3,0,0,2054,34,32,0
20,2,49197,15,6,4,0,2,0,0,1694,33,35,0
36,6,231195,15,4,3,3,0,1,0,1903,46,23,1
30,2,160236,2,6,10,2,4,1,0,0,47,8,0
45,7,49613,13,4,4,0,2,1,0,0,58,1,1
36,6,161809,15,3,11,2,3,0,0,0,61,19,0
45,4,297532,2,4,1,3,4,0,65214,0,55,36,0
36,7,235601,11,2,14,0,3,1,5204,1701,20,39,1
20,0,229839,13,4,2,2,0,0,0,0,46,31,1
30,2,107607,14,1,10,3,1,0,0,2031,60,27,1
45,1,107328,12,2,3,1,0,1,0,1895,34,39,1
45,4,102042,2,3,1,4,2,1,65790,1983,33,21,0
20,4,46365,10,5,4,3,4,1,0,2056,46,19,1
30,5,230634,12,2,5,2,4,0,65586,0,63,25,0
45,5,225655,5,3,11,2,1,1,6376,0,47,37,1
36,0,43450,9,0,6,2,1,1,0,1973,34,37,1
36,6,162739,13,0,7,2,3,0,72673,0,20,19,0
30,7,107994,6,4,6,0,4,0,4001,1901,55,33,1
36,5,109677,8,3,4,2,3,1,0,0,53,29,0
20,2,49128,5,1,12,0,1,0,4947,0,34,8,1
21,4,105666,1,1,10,0,2,1,0,1893,33,16,0
20,6,164363,9,2,1,2,3,0,59899,1912,54,19,0
36,1,290631,6,1,8,3,0,1,0,0,56,2,0
20,0,162997,8,5,14,0,1,1,4814,2008,47,2,1
36,4,224812,11,0,2,1,4,0,0,1637,19,6,1
45,0,158785,7,3,9,1,0,0,4091,0,40,0,0
30,6,46983,6,0,13,5,4,1,5747,0,18,39,1
45,7,305094,13,0,5,3,4,0,0,0,20,1,0
20,2,109826,14,2,6,0,1,1,64886,0,34,6,0
21,4,163084,14,1,11,1,4,1,0,0,19,1,0
36,2,106972,10,1,2,5,4,0,0,1992,40,23,1
46,2,47088,6,6,4,3,1,0,5832,1908,64,25,0
36,4,317599,14,6,6,2,0,0,4949,0,54,25,0
36,5,295444,13,5,2,1,3,0,0,0,59,24,1
45,6,108582,13,1,12,1,2,0,0,0,56,11,0
46,2,109785,9,3,2,3,1,0,0,2039,33,36,1
46,1,230133,13,4,11,1,2,1,0,2120,33,9,1
20,2,295957,15,1,5,5,1,0,0,2090,33,2,0
20,7,163672,3,5,6,4,2,1,0,1899,54,20,1
45,7,50116,12,6,11,3,4,0,0,1681,47,34,0
45,0,44918,11,5,12,3,3,0,0,1912,21,20,1
45,5,221564,11,5,4,5,4,0,59757,1980,40,37,0
45,2,312425,5,5,9,0,0,0,0,0,56,39,1
36,2,307306,14,2,12,3,4,1,59887,1897,61,19,1
30,7,47128,4,1,1,5,4,1,6167,1681,34,6,0
20,7,111676,11,1,10,2,4,1,0,2005,33,6,1
30,2,113975,11,2,8,2,1,1,59064,0,34,11,0
20,2,46452,0,6,7,3,4,1,63120,0,60,5,1
20,2,309869,1,5,7,4,2,1,56142,1738,40,4,1
20,1,113672,5,2,13,0,0,0,65221,1681,54,26,0
46,5,233927,11,5,8,4,4,1,0,1901,34,29,1
30,7,49542,12,5,4,2,0,0,4567,0,40,5,1
30,2,160756,10,2,10,2,2,0,0,1988,64,11,0
36,5,49753,13,5,3,0,3,1,0,0,55,34,0
45,1,47833,2,3,8,2,0,1,0,2055,34,36,0
20,2,293701,13,2,2,5,4,1,6360,0,54,19,0
36,2,49931,2,0,9,0,2,1,0,2039,40,20,1
20,4,108843,6,2,7,5,3,1,0,1895,40,14,0
36,5,109488,0,6,13,5,0,1,5744,1645,40,14,0
36,0,229204,2,0,1,5,4,0,60543,1905,34,35,1
45,0,48709,2,0,12,2,0,0,5506,1678,33,0,1
36,6,164819,3,5,8,4,1,1,4969,1892,33,14,1
36,0,45354,10,5,2,2,2,1,69519,0,55,30,0
45,1,111283,4,5,14,4,3,1,48661,2009,17,39,1
20,6,227246,7,6,2,3,3,1,0,1687,47,1,0
30,4,161139,12,1,12,5,1,1,6284,0,33,30,0
36,5,296773,6,6,0,4,1,0,0,0,33,14,0
20,2,223843,14,1,6,0,4,1,0,1967,33,9,0
20,7,231762,5,2,6,3,3,1,5524,1632,34,9,1
30,5,230553,11,1,0,0,4,0,68181,2114,34,21,1
45,1,106600,10,6,11,4,4,1,0,0,18,26,0
30,1,114267,8,5,6,4,3,1,0,1887,40,14,1
36,2,105204,4,2,10,5,1,1,3773,1899,40,27,1
30,6,162850,0,5,1,0,3,1,70557,0,47,30,0
21,6,162845,8,6,1,0,0,0,4586,1977,18,22,1
36,6,221086,6,5,9,5,0,0,0,1671,19,30,0
46,0,226755,6,1,12,4,2,1,0,0,62,4,1
45,7,162981,6,3,10,5,2,1,65532,0,47,22,0
36,6,162003,4,5,9,2,4,1,0,0,40,14,1
36,6,161033,13,1,5,1,0,1,6041,1898,54,25,0
36,4,227521,1,0,5,1,4,0,6826,1910,18,4,1
20,5,49409,1,2,14,2,4,1,6228,1990,21,6,1
36,1,112384,4,2,9,3,2,1,5373,0,46,33,1
30,1,292665,9,3,13,2,3,1,0,1703,18,14,0
45,2,296522,11,3,1,1,1,1,0,1882,61,2,1
45,6,111575,0,6,12,4,1,1,48471,0,40,35,0
36,2,105507,4,4,14,0,0,1,55350,0,33,39,0
30,1,228416,14,5,3,0,0,1,54262,0,40,8,0
20,5,160936,0,3,2,4,1,0,0,1673,40,20,1
36,0,225990,15,2,6,0,2,0,65788,1913,19,39,0
45,0,231996,8,6,8,0,3,1,0,2032,40,32,1
20,4,107390,15,1,6,5,2,0,0,0,40,21,0
36,1,227508,9,4,14,4,0,0,0,2083,33,16,0
30,4,111763,4,4,1,3,1,1,5634,0,40,39,0
35,6,223607,4,6,0,0,3,1,0,1719,46,21,1
46,1,314704,15,1,2,5,0,1,0,1658,55,9,0
45,6,47190,4,3,13,2,2,1,55339,0,46,4,1
20,2,299792,9,0,6,2,4,1,5161,1747,40,1,1
45,7,45609,5,4,7,4,4,1,0,2097,19,1,1
45,6,44207,6,0,10,2,1,1,69448,2013,55,6,0
36,2,107241,3,1,9,0,3,0,50362,0,40,40,0
46,5,110476,6,0,3,5,1,1,0,1901,47,21,1
46,5,102920,1,3,2,2,2,1,0,0,34,1,1
36,7,299237,5,0,11,4,1,1,58277,2087,47,35,0
30,4,304926,9,4,5,5,0,0,51540,0,18,8,0
30,5,235233,13,3,9,0,4,0,0,0,19,6,0
45,7,47212,14,4,3,4,2,1,0,1890,47,21,1
20,4,294492,13,4,10,5,4,1,4364,2081,47,37,1
46,5,164746,9,4,7,4,0,0,53595,1894,46,35,0
20,5,49759,4,5,1,4,3,1,59421,0,40,21,1
46,0,227086,7,4,13,0,4,1,0,1921,40,20,0
21,0,160628,14,4,10,5,3,0,62673,1886,40,25,0
45,0,109966,5,2,7,0,4,0,0,0,46,2,1
36,6,298526,11,3,10,3,4,1,0,0,33,32,0
36,6,162466,12,4,6,1,4,1,5703,0,33,39,1
36,7,159426,15,5,4,4,3,0,63425,2085,33,31,0
20,2,109167,0,0,6,5,4,0,3421,0,61,24,1
46,4,222920,4,2,8,5,3,0,6048,0,19,20,0
20,6,229752,6,3,8,0,1,1,3862,2006,17,16,1
30,7,291611,0,2,5,2,4,1,0,0,19,24,0
46,1,106746,3,2,7,2,1,0,0,2042,47,4,1
20,7,46356,0,0,9,0,1,0,0,1872,61,0,1
30,7,48167,3,4,1,5,4,1,0,1673,34,22,1
20,7,225701,8,0,1,2,2,0,5287,1720,19,32,1
20,4,48404,12,2,13,3,4,0,0,2068,33,29,0
36,4,298654,13,5,3,2,4,1,57022,0,47,34,0
45,1,314081,12,3,2,0,4,1,5648,1694,55,5,0
45,4,293437,4,1,1,3,0,0,6640,1896,55,35,1
46,4,110244,9,5,5,2,2,1,73265,2037,55,19,0
20,4,107088,11,0,13,0,3,1,0,1940,46,27,0
20,5,163850,4,0,13,3,3,0,5578,1907,47,25,0
45,2,225424,9,0,7,4,2,0,61970,0,56,11,0
45,5,110563,11,5,1,2,4,1,4633,0,56,26,1
30,6,301148,10,1,2,2,3,1,0,2048,40,26,0
36,5,230024,11,5,1,4,3,1,5394,0,19,8,0
20,0,49013,1,3,14,4,0,1,4890,1742,33,4,0
46,0,220291,12,0,10,4,4,1,0,1676,61,14,0
36,2,228656,12,3,7,1,3,1,67290,1942,33,9,0
21,1,226796,5,3,8,1,2,0,0,1690,33,23,0
45,4,286363,6,3,0,0,4,1,0,0,55,19,1
46,5,300023,2,3,7,2,4,0,0,0,54,4,1
20,2,165296,15,3,9,2,1,0,63402,0,55,2,1
36,0,302547,2,4,6,3,2,1,0,1956,54,30,0
30,2,45690,0,2,2,2,3,0,67182,0,40,26,0
30,1,109356,11,1,5,4,0,1,0,2048,19,26,0
45,5,109363,11,2,8,1,0,1,0,0,55,27,0
36,1,230249,11,4,10,3,2,1,5976,1679,40,14,0
20,4,50249,2,4,8,3,4,1,67070,0,47,25,1
36,7,161107,3,4,10,1,0,1,0,0,19,21,0
36,4,280169,6,1,8,5,0,0,66760,0,59,26,0
45,0,50546,6,0,2,3,4,0,0,1701,34,26,0
36,5,227243,3,4,12,1,3,0,6124,1890,47,35,1
21,0,289837,11,0,2,3,0,1,0,1908,57,39,1
46,0,46376,3,5,13,5,0,1,5976,0,55,1,0
36,7,107171,4,5,10,5,2,1,0,2086,40,3,1
31,7,226678,2,6,14,0,3,1,0,0,64,25,1
30,7,160776,1,5,12,5,0,0,6395,1661,40,33,1
45,0,289435,4,3,8,1,4,1,5288,1668,56,8,0
35,1,47435,1,4,2,3,2,1,0,1696,40,0,0
31,6,110005,1,1,11,1,2,1,5698,1997,61,1,0
30,1,108037,4,2,3,5,4,1,0,1691,46,1,1
20,7,49147,2,1,5,2,2,1,0,0,54,29,0
36,2,224387,3,1,14,1,3,1,0,0,33,32,1
30,7,233320,5,2,2,1,1,0,0,1900,34,8,0
30,1,297552,13,3,9,1,3,1,0,1673,40,9,0
45,7,48117,6,2,11,2,4,0,7489,2057,55,14,0
20,0,221398,4,3,13,5,1,1,0,0,54,19,1
30,7,161472,3,3,12,3,1,0,0,1878,55,40,0
20,5,108458,0,2,10,1,1,0,0,0,40,1,0
36,0,109592,12,3,10,0,2,1,4755,0,47,6,1
20,0,48979,9,3,2,1,1,1,0,0,19,4,0
20,4,50683,7,4,9,5,4,0,5553,1725,40,3,0
45,4,221249,4,0,11,3,1,1,4851,2086,46,34,0
45,7,110911,11,5,1,2,4,0,0,2084,16,19,0
36,2,229611,8,0,1,5,0,1,5500,1672,55,27,1
20,2,161380,12,1,11,2,1,1,0,0,61,22,0
45,7,163625,5,0,14,1,1,1,0,0,60,21,0
20,1,312472,14,2,6,0,4,0,0,0,47,31,1
30,7,105314,9,5,11,1,1,1,0,0,33,3,1
20,4,226047,6,4,14,1,1,0,7130,1983,47,36,0
30,7,46470,5,5,8,3,3,1,0,2152,57,0,1
45,1,104946,6,6,9,2,0,0,57983,2007,47,37,1
46,7,50781,7,2,9,4,3,1,0,1692,47,6,1
20,1,51060,1,2,6,2,4,0,0,0,53,21,0
45,1,46717,13,4,2,3,3,1,0,0,33,35,0
20,6,283155,0,6,6,2,2,0,0,1687,21,26,1
36,1,51104,15,0,9,3,4,1,72229,1722,46,35,0
46,2,293732,3,6,2,0,4,1,0,1966,57,4,1
20,4,297442,14,2,4,3,2,0,0,0,33,26,1
30,0,307018,2,4,0,3,0,1,6777,1765,40,11,0
36,6,163058,11,3,9,2,3,0,5043,1936,40,25,1
20,4,49079,6,1,3,4,0,1,55917,1902,33,32,0
36,6,107215,2,5,11,5,0,0,0,2100,17,16,0
45,0,163198,9,2,0,5,1,1,0,1709,20,29,1
20,7,224103,3,6,0,5,4,1,0,0,20,2,0
36,2,225461,6,6,11,4,2,1,0,0,40,24,1
20,7,288843,10,5,3,0,1,1,6580,1708,62,14,0
45,6,163852,11,4,11,0,2,1,0,1640,33,26,0
45,5,112391,14,6,14,3,4,1,60617,1983,63,23,0
46,4,304321,5,4,11,2,2,1,66745,0,33,21,0
30,4,110189,14,5,0,4,4,1,0,0,55,40,0
45,4,106058,10,2,3,2,4,0,63022,1912,33,23,1
20,1,46051,15,4,8,2,1,1,5082,0,47,37,0
20,2,112345,10,2,6,2,2,1,0,1903,61,40,0
36,2,223988,2,0,12,0,4,0,6303,1642,46,37,1
20,7,163107,10,5,5,3,0,1,0,0,18,14,1
20,1,286506,15,1,11,0,4,0,6171,0,40,3,1
36,5,162620,3,2,1,1,1,1,0,1917,40,20,1
36,5,47969,11,3,10,1,0,1,5248,1902,40,1,0
36,5,46475,8,6,3,4,3,1,64107,0,54,25,1
36,0,296297,10,2,6,0,1,1,63689,1890,46,11,0
21,1,102167,5,4,9,1,4,1,69518,1871,33,23,0
46,0,105431,4,5,12,3,2,1,4303,2042,61,26,0
20,7,222678,12,2,7,5,4,1,59965,1716,34,30,1
30,6,298200,7,2,13,1,2,0,0,2022,65,26,0
20,6,231606,15,6,4,0,3,0,63220,0,33,5,1
20,5,44351,1,4,10,1,3,1,5677,0,34,0,1
45,6,111887,0,2,4,4,2,0,57633,0,46,26,0
36,7,160384,1,2,8,2,4,0,53638,1896,34,11,1
36,2,307613,10,4,6,2,2,1,0,1887,63,11,0
36,7,162547,4,3,14,2,4,1,0,1897,54,9,0
30,1,47827,2,4,10,1,2,0,0,2003,59,29,0
36,4,160216,10,4,5,5,2,1,6130,1936,40,29,1
20,2,49613,2,0,6,2,1,1,5628,2091,55,36,0
45,2,104236,8,2,13,1,1,1,0,1730,46,34,1
30,4,217926,9,0,14,2,0,1,69597,2022,17,11,1
20,2,46589,2,5,11,0,3,0,4855,0,32,6,0
46,1,226205,15,1,5,4,2,1,0,1674,62,22,1
46,7,51420,8,5,11,5,0,0,0,0,54,32,0
36,5,285661,12,0,12,1,3,0,0,0,33,24,1
36,6,43602,13,0,8,5,4,0,0,1900,33,31,0
30,7,110282,15,5,1,0,3,1,4743,1973,40,22,0
20,1,109314,3,2,9,5,2,1,0,1902,63,9,0
36,5,49990,2,2,2,1,2,0,0,1705,34,9,1
30,7,45827,9,5,3,5,3,1,0,2095,18,35,1
36,6,48569,9,4,7,1,2,1,0,1700,47,0,0
20,7,45460,8,3,8,5,1,0,0,1904,33,9,0
36,5,292629,5,6,12,0,1,1,0,1910,47,20,1
36,4,310326,0,4,10,0,2,0,6477,1882,63,22,1
20,4,49474,10,5,12,1,2,0,0,2092,17,39,1
20,0,224821,10,5,14,0,3,0,5587,2016,40,36,0
30,2,48526,10,1,10,5,4,0,62371,1705,18,36,0
36,1,226843,14,0,4,5,0,1,0,1707,33,39,0
45,4,227749,9,6,14,1,2,1,5505,0,33,8,0
36,7,109015,7,5,8,0,0,1,6143,1682,61,22,0
45,1,218101,1,5,1,3,3,0,0,0,19,33,0
46,1,161430,0,5,9,1,1,0,4582,1706,19,0,0
20,4,110446,13,3,1,4,4,0,6566,1956,65,29,0
20,0,44019,14,5,6,3,0,1,58783,0,19,19,1
30,6,163040,11,5,7,0,2,1,0,1716,54,5,1
20,6,234508,7,4,11,1,3,0,5817,1909,17,0,0
30,2,48185,0,2,9,4,3,1,58896,1954,55,16,1
45,2,107062,12,0,11,4,0,1,5736,0,47,29,1
20,4,107495,3,0,4,4,2,1,0,1887,63,24,1
20,2,232862,13,1,4,2,0,1,0,1988,61,36,0
45,0,234141,1,2,9,0,4,0,5438,1697,18,19,1
30,2,46165,8,2,4,1,2,0,0,0,54,34,1
30,5,164199,5,6,12,0,0,1,0,0,45,6,1
36,1,53477,12,3,11,2,0,1,5951,1983,56,16,1
36,4,45633,2,6,12,5,3,1,0,1664,20,0,0
35,2,316357,6,6,13,0,0,0,6183,1630,19,22,0
30,5,109637,3,3,3,1,2,1,4582,2010,34,40,1
36,7,107868,15,5,11,2,2,1,0,0,17,3,1
20,7,234637,5,1,2,4,0,1,0,0,33,16,0
30,6,108385,13,0,5,5,3,0,0,1900,46,11,0
36,5,47879,5,4,9,5,2,0,4582,0,63,8,0
35,4,109519,9,1,10,2,2,0,68773,1896,19,35,1
31,1,310156,1,0,10,4,3,1,6223,1645,18,24,1
30,6,163703,11,2,6,4,3,0,7528,1883,40,24,0
30,1,158053,15,3,0,4,2,1,63283,1912,34,36,1
20,6,164475,8,2,3,2,2,1,72150,1958,56,23,0
36,5,111649,1,3,9,2,3,0,0,2059,55,39,0
20,4,221680,4,1,14,3,0,0,0,0,47,3,1
20,7,303169,8,0,6,0,2,1,53718,1897,19,5,0
45,5,161965,14,6,4,5,2,1,0,2060,63,23,0
20,4,49197,14,4,11,4,3,0,0,0,55,35,0
35,4,163134,13,0,9,1,3,0,5428,1929,46,4,0
45,0,234854,6,6,1,0,1,0,5019,2009,55,6,1
36,0,305535,6,5,10,4,4,0,0,1719,55,8,0
20,2,52298,0,5,2,1,3,1,72034,1706,46,20,0
21,4,230920,0,0,10,0,1,0,0,2036,46,3,1
20,6,109762,0,5,1,1,0,0,68423,0,47,8,0
36,7,283993,4,6,2,3,4,1,0,1733,34,22,0
21,5,107467,14,0,5,0,0,0,5699,0,33,39,0
30,0,220836,2,1,13,0,3,1,0,1904,34,8,1
20,7,164817,4,2,0,1,4,0,0,0,54,19,0
35,0,48554,7,1,12,4,4,0,0,0,60,39,0
20,4,221896,4,5,13,0,1,0,4941,0,54,33,1
35,7,227268,1,3,8,1,0,1,0,0,19,19,0
45,2,111934,9,1,13,2,4,0,0,1997,40,32,0
36,1,159919,3,4,0,4,0,0,68331,2008,47,14,0
35,1,233389,10,4,14,1,0,1,0,2053,34,34,0
20,2,159037,6,6,9,0,0,0,0,1991,18,6,1
20,6,159058,12,4,3,2,4,0,0,1914,56,35,1
36,5,104277,7,2,8,5,4,1,0,2002,62,14,0
45,2,107760,6,5,1,1,3,0,71659,0,46,34,0
45,6,293932,1,6,4,3,0,1,5560,1914,33,37,0
20,6,112266,7,5,11,5,0,0,60348,1750,61,24,0
30,4,113785,5,3,9,1,3,0,5442,1900,19,30,1
30,7,226384,10,2,6,1,1,1,0,0,17,1,0
45,4,223400,9,0,8,5,3,0,0,2081,33,40,1
45,2,234197,12,4,10,2,4,0,64549,0,40,20,0
45,4,298962,14,2,1,5,1,1,0,0,34,1,0
45,2,307451,2,6,5,0,0,1,0,0,53,27,1
30,7,104004,2,2,13,5,4,1,0,1722,40,35,0
36,0,50687,9,1,13,4,2,0,7418,1683,46,29,0
45,1,303627,2,1,4,1,4,1,3716,1691,46,34,1
20,2,225502,13,6,10,3,3,1,0,2042,40,4,0
20,0,160358,3,5,11,0,1,0,5134,1698,33,24,0
30,0,221573,9,0,5,5,1,1,63083,1694,55,1,0
36,4,294866,3,1,4,3,2,0,4865,0,61,40,0
45,1,161862,8,5,0,3,2,1,6413,1933,40,11,1
45,2,107043,10,5,14,1,4,0,55562,1650,18,30,0
30,4,294889,7,0,14,3,3,1,5668,0,40,31,0
35,7,228961,14,4,3,2,2,1,0,1980,54,6,0
20,2,48217,10,4,1,2,2,1,6059,1963,47,14,1
36,7,297913,15,2,9,5,3,1,58114,1890,33,39,1
36,0,232484,9,5,13,1,2,0,0,0,40,25,0
36,6,226660,15,2,1,5,0,1,0,0,17,9,0
31,6,48004,3,6,3,1,2,0,5760,1920,62,3,0
30,7,162577,9,0,0,5,0,1,0,1902,33,19,0
46,7,159336,8,0,1,0,1,1,0,1898,33,4,0
31,1,113806,11,4,13,2,2,0,0,1903,19,9,1
36,2,108444,7,0,1,5,2,0,0,2108,60,8,1
36,6,107957,6,3,3,0,0,1,0,0,33,33,0
20,4,234816,8,0,3,3,4,1,5535,1677,55,32,0
36,6,101303,0,2,11,2,3,1,7085,0,47,19,1
36,0,296174,9,6,7,1,0,1,5137,1893,34,37,0
30,1,163523,6,0,5,0,2,0,6171,1890,65,32,0
45,1,107213,15,6,14,1,0,1,48801,2154,33,37,1
36,0,293836,12,3,4,4,2,0,0,0,40,14,0
30,5,317549,1,4,14,4,2,0,5077,1727,60,20,0
36,2,162172,9,5,1,4,0,0,60801,2110,40,27,0
30,6,46914,0,0,6,5,3,0,0,0,33,6,0
31,5,232016,12,3,5,0,1,0,56124,1891,62,4,1
20,4,232513,4,4,10,4,3,1,0,1889,19,19,1
36,1,46354,14,4,5,1,3,0,6790,0,40,0,1
20,1,309187,12,1,1,4,3,0,4771,1992,59,8,0
45,7,163879,12,5,4,0,0,1,66159,1880,40,9,0
36,1,109711,13,4,2,0,0,1,6267,0,18,31,1
30,1,111399,9,1,13,3,1,1,6425,0,63,40,0
20,7,111816,6,5,6,1,3,1,5369,0,40,25,1
31,2,230337,6,0,0,0,0,0,77683,1697,20,23,1
30,0,108831,13,2,7,2,4,1,0,1891,18,40,0
36,2,225404,4,5,14,5,4,0,6431,1947,55,0,0
30,6,112088,14,6,9,0,0,1,5085,0,19,2,1
30,4,287321,1,0,5,0,3,0,0,2089,40,30,1
46,2,310317,15,2,11,5,0,0,67044,1657,34,32,0
30,4,161931,4,1,7,1,0,1,59085,2041,59,39,0
45,2,48024,6,1,11,2,2,0,55398,2065,55,11,0
35,2,45857,15,6,13,5,1,0,7002,2032,47,40,0
45,1,296655,1,1,3,5,3,1,5098,1886,54,14,1
35,6,161990,12,2,4,4,3,0,0,2028,47,34,0
30,2,109383,14,6,3,2,0,1,0,1669,40,20,0
45,1,231468,15,0,2,1,4,1,0,0,63,32,1
36,7,229644,9,1,12,3,1,1,0,0,55,21,1
30,2,109548,2,4,11,0,3,0,69563,0,61,27,1
20,0,224634,15,4,7,4,0,1,5209,0,34,9,0
46,1,221638,3,3,2,2,1,0,0,2118,33,24,1
21,4,51496,0,2,10,2,3,1,0,1990,33,11,1
36,2,49941,10,4,11,2,0,0,5650,2027,40,11,1
31,6,108950,15,3,8,1,4,1,0,1685,61,21,1
35,1,291038,7,1,4,0,1,0,0,1885,55,35,1
20,5,108906,12,2,1,2,2,1,0,1900,59,9,1
45,4,160394,11,5,14,3,2,0,50095,1967,55,4,1
20,2,111788,6,6,11,2,2,1,4287,0,40,34,0
36,7,227923,5,3,8,3,0,0,0,2088,20,33,0
45,7,47013,14,0,11,1,0,1,6717,2091,47,20,0
20,1,214958,6,1,7,4,0,0,61326,1899,40,22,1
