age,workclass,fnlwgt,education,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
44,4,147507,9,2,4,0,4,1,0,1872,40,39,1
34,2,142085,11,0,10,4,4,0,0,0,40,39,0
61,4,647784,0,0,8,4,4,1,0,0,40,26,0
37,4,367226,11,0,7,4,4,1,0,0,40,39,0
51,4,402021,7,0,10,1,4,0,0,0,40,39,0
36,2,44701,15,2,2,3,4,0,0,0,47,39,1
19,4,285032,11,0,3,3,4,1,0,0,45,39,0
44,4,86405,8,2,4,0,4,1,0,0,40,39,0
19,4,90524,11,4,9,3,4,0,0,0,21,39,0
36,4,132610,11,2,3,0,4,1,0,0,61,39,0
52,4,293177,8,5,8,4,4,0,0,0,47,39,0
40,4,252243,9,2,4,0,4,1,0,0,50,39,1
41,4,148671,11,2,4,0,4,1,0,0,40,39,0
39,2,105543,11,0,8,4,4,0,0,0,40,39,0
62,4,179558,12,2,4,0,4,1,7004,0,45,39,1
35,2,103392,11,0,8,3,4,0,0,0,36,39,0
36,4,136126,11,0,8,4,4,0,0,0,24,39,0
36,4,49859,13,2,3,0,4,1,100335,0,47,39,1
38,2,120340,11,2,10,0,4,1,0,0,40,39,0
59,4,168916,2,5,2,1,4,1,0,2358,48,39,1
20,6,265205,11,4,3,3,4,1,0,0,46,39,0
22,4,162281,7,4,10,1,4,0,14791,0,36,39,1
56,4,291041,15,0,8,4,4,0,0,0,31,39,0
28,4,193554,15,4,8,3,4,1,0,0,30,39,0
31,4,186597,9,6,10,1,4,0,0,0,21,39,0
28,4,43572,15,2,5,0,4,1,0,0,62,34,1
35,2,128930,11,0,8,4,4,1,0,0,40,39,0
60,4,101818,13,0,8,4,4,0,0,0,40,39,0
32,4,122883,11,2,13,0,4,1,0,0,40,2,0
36,4,305593,9,2,10,4,4,1,0,0,21,39,0
33,2,47466,11,2,8,0,4,1,0,0,59,39,0
45,4,112950,11,2,4,0,4,1,0,0,45,39,0
18,4,221807,11,2,4,0,4,1,24439,0,46,39,0
25,4,191919,9,4,5,1,4,1,0,0,40,39,0
63,0,137923,15,2,0,0,4,0,0,0,40,39,0
49,6,285678,11,2,8,0,4,1,3402,0,59,17,0
33,4,190056,11,2,14,2,4,1,0,0,40,11,0
40,2,115552,11,2,4,0,4,1,0,0,40,39,0
41,4,556262,0,2,8,0,4,1,0,0,46,26,0
39,4,227016,9,2,4,0,4,1,0,0,50,39,1
40,4,180061,15,4,10,1,4,0,0,0,22,39,0
27,0,79998,15,2,0,0,1,1,0,0,40,30,0
43,6,116474,15,2,4,0,4,1,0,0,50,39,1
20,0,290848,11,4,0,3,4,0,0,1625,16,39,0
20,4,387172,11,2,3,3,4,1,0,0,45,3,0
34,4,196137,9,2,4,0,4,1,0,0,22,3,0
43,0,85849,15,2,1,0,4,0,0,2681,40,39,1
47,7,227075,15,2,4,0,4,0,0,0,40,39,1
47,4,291726,8,2,2,2,4,1,0,0,40,39,1
61,6,130449,11,2,14,0,4,1,3434,0,60,39,0
26,4,572969,11,2,7,0,4,1,0,0,40,39,0
45,0,97995,15,2,0,0,4,1,0,0,60,36,1
20,6,294085,11,4,8,3,4,0,0,1617,29,39,0
49,6,265888,11,6,8,3,4,1,0,0,60,39,0
38,4,125316,11,2,4,0,2,1,0,0,40,17,0
34,2,144564,11,0,10,0,4,1,0,0,40,31,0
20,6,204452,0,5,8,3,4,1,0,1631,29,39,0
21,6,325644,15,4,14,3,4,1,0,0,59,39,0
41,4,202874,12,2,10,0,4,1,6971,0,50,39,1
35,2,176912,11,5,8,3,4,1,0,0,40,39,0
37,4,267720,11,2,3,0,4,1,0,0,71,17,0
42,4,143288,11,2,4,0,4,1,0,0,40,3,0
65,0,126429,15,2,4,0,4,0,0,0,40,39,0
20,4,213358,15,4,1,3,4,0,0,0,35,28,0
27,4,615158,8,2,2,0,4,1,0,0,46,24,0
66,4,165683,11,6,5,4,4,1,0,0,77,39,0
64,4,125274,11,2,3,0,4,1,0,0,45,39,0
19,4,151362,11,0,8,3,4,1,0,0,31,39,0
40,2,186333,9,2,10,0,4,1,0,0,40,39,1
19,4,228481,0,4,8,3,4,1,0,0,29,39,0
33,2,163687,11,0,10,4,4,0,0,0,40,39,0
38,4,277576,15,2,3,0,4,1,0,0,71,39,1
44,4,218511,15,2,4,0,4,1,0,0,26,39,1
65,4,157243,0,6,10,1,4,1,0,1626,45,39,0
21,0,242499,0,4,0,4,4,1,0,1623,20,2,0
38,4,123115,11,2,3,1,4,1,0,0,40,39,0
41,6,154786,11,2,8,0,4,1,0,0,40,39,0
20,4,243263,11,5,8,3,4,1,0,0,58,39,0
22,4,402249,5,4,10,4,1,0,2907,0,40,3,0
27,4,397631,15,4,14,3,4,1,0,0,57,39,0
21,0,110133,11,2,0,0,4,1,0,1638,40,39,0
20,4,424837,9,4,10,1,4,1,0,0,40,39,0
21,4,155410,11,3,14,3,4,1,0,0,40,39,0
64,4,122261,11,2,8,0,4,1,0,0,40,39,0
64,4,145177,11,2,4,0,4,1,0,0,40,39,0
22,4,138342,15,4,10,1,4,0,0,0,36,39,0
77,4,158885,0,6,13,1,4,1,0,1641,40,39,0
57,6,172377,0,6,5,1,4,1,0,1656,79,39,0
24,4,199432,11,4,12,3,1,0,0,0,16,39,0
19,4,201563,15,0,8,4,4,0,0,0,25,39,0
51,4,690205,8,5,8,1,4,0,0,0,48,39,1
57,0,99247,9,2,0,0,4,1,0,0,40,39,1
36,4,226492,5,4,7,5,4,0,7622,0,57,39,0
42,4,256284,11,5,8,4,4,1,0,0,40,35,0
56,4,555588,11,0,8,4,4,0,0,0,40,39,0
69,4,154101,0,6,5,1,4,1,0,1623,40,39,0
59,4,122003,11,2,12,0,4,1,0,0,25,39,0
24,4,234691,15,4,12,3,4,1,0,0,59,39,0
59,4,370149,9,4,10,1,4,1,0,0,40,39,0
20,4,140516,15,2,4,0,4,1,0,0,27,39,0
25,4,187154,0,3,7,4,4,1,0,0,60,39,0
35,0,97684,11,2,1,0,2,1,0,0,40,14,0
22,6,304168,11,4,14,3,4,1,0,0,40,39,0
59,4,132598,15,4,8,4,4,0,0,0,30,39,0
28,0,36606,15,2,0,0,4,1,0,0,40,39,0
40,4,119243,11,0,8,4,4,0,0,0,40,39,0
20,4,205837,0,4,8,4,4,0,0,0,30,39,0
69,4,156369,0,6,13,1,4,1,0,1629,40,39,0
31,4,195725,9,3,10,1,4,1,0,0,47,39,0
23,4,368223,15,4,10,4,4,0,0,0,36,39,0
20,6,101208,11,0,1,4,4,1,0,1647,10,39,0
39,4,427999,15,4,1,4,4,0,0,0,35,5,0
25,4,157085,0,0,8,1,4,1,0,0,74,39,0
20,4,269883,11,5,8,3,4,1,0,0,40,33,0
36,4,139701,15,2,8,5,4,1,0,0,58,39,0
34,4,179925,9,4,4,2,1,1,0,0,40,11,0
19,4,225107,11,2,3,0,4,1,0,0,62,39,1
20,0,237949,15,4,0,3,4,1,0,0,55,39,0
67,6,163350,0,6,5,1,4,1,0,1642,80,39,0
37,4,46672,11,2,3,0,4,1,3235,0,47,39,0
46,6,218527,11,2,3,0,4,1,0,0,47,39,1
29,4,181594,9,4,10,1,4,1,0,0,22,39,0
67,4,176348,9,2,12,0,4,1,0,0,21,39,1
50,4,402853,8,5,3,1,4,1,0,0,47,39,1
60,4,211514,15,5,8,3,4,0,0,0,30,39,0
39,4,173638,11,0,8,4,4,0,0,0,40,39,0
20,8,274969,0,2,6,3,4,1,0,1720,19,33,0
24,4,193491,9,2,10,1,4,1,0,0,40,3,0
50,2,259357,2,5,2,0,4,1,0,2375,47,39,1
40,2,131224,11,0,8,0,4,1,0,0,40,39,0
36,4,62280,13,5,8,4,4,0,0,0,47,39,1
20,4,206923,11,4,8,3,4,0,0,0,30,39,0
38,0,117741,11,2,3,0,4,1,0,0,40,39,0
32,4,202132,9,2,10,2,1,1,0,0,40,4,0
20,4,218001,15,4,3,3,4,0,0,0,30,39,0
20,6,296823,11,0,3,3,4,1,0,0,59,39,0
40,4,149007,0,2,8,0,4,1,0,0,40,26,0
53,4,280920,12,2,10,5,4,1,14723,0,55,39,1
22,4,136330,8,2,14,2,4,1,0,2346,57,39,1
32,4,181939,9,4,4,1,4,1,0,0,40,39,0
27,4,33896,15,4,4,3,4,0,0,0,24,39,0
50,4,298412,11,0,3,0,4,1,14470,0,45,39,1
65,4,184727,12,2,4,0,4,1,7125,0,40,39,1
24,4,379846,15,4,10,3,4,0,0,0,30,39,0
25,4,429032,15,5,7,1,4,0,0,0,40,39,0
19,4,272195,11,4,12,3,4,1,0,0,31,39,0
37,4,144575,11,0,8,4,2,0,0,0,40,39,0
36,6,154880,11,2,14,0,4,1,0,0,40,39,0
29,6,130810,11,2,14,0,4,1,0,0,70,39,0
67,4,146530,11,2,12,0,4,1,0,0,21,39,1
21,4,256340,15,2,3,0,4,1,0,0,70,39,0
24,4,38501,0,2,5,0,4,1,0,0,46,39,1
20,4,221664,11,2,14,3,4,1,0,0,59,39,0
36,4,204155,11,2,3,0,4,1,0,0,58,39,0
44,4,183868,9,2,4,0,4,1,0,0,25,39,1
48,4,130069,8,5,1,1,4,0,0,0,48,39,1
21,6,284178,15,4,5,3,4,1,0,1624,30,32,0
67,4,223484,9,2,12,0,4,1,0,0,21,39,0
46,4,151285,9,2,4,0,4,0,0,0,40,2,1
21,6,124320,11,2,14,0,4,1,0,0,40,39,0
28,0,91938,11,2,0,2,2,0,0,0,40,39,0
19,4,213104,15,4,8,3,4,0,0,0,36,39,0
56,4,360309,5,3,10,5,1,1,0,0,40,14,0
20,4,164190,11,2,14,3,4,1,0,0,62,39,0
45,4,135412,8,2,2,2,4,1,0,0,40,39,1
21,4,265808,11,3,3,3,4,1,0,0,60,39,0
26,4,147712,15,2,14,0,4,1,0,0,60,39,0
35,4,144907,11,0,8,4,4,0,0,0,40,39,0
63,4,201637,0,2,5,0,4,1,0,1667,20,39,0
24,6,192063,0,2,5,1,4,1,0,1646,81,39,0
55,2,151592,3,2,8,0,4,1,0,0,40,14,0
67,0,35290,15,2,0,0,4,0,0,0,22,39,0
57,4,164743,10,5,1,1,4,1,0,2376,47,39,1
20,4,233869,15,4,9,3,4,0,0,0,21,39,0
21,4,274642,11,4,8,3,4,1,0,0,30,39,0
21,4,104342,15,2,4,0,4,1,0,0,40,39,0
20,6,255435,11,4,3,3,4,1,0,0,30,39,0
61,4,140309,12,2,5,0,4,1,6940,0,44,39,1
45,4,176157,9,2,4,0,4,1,0,0,22,39,1
21,4,256029,11,2,8,3,4,1,0,0,30,39,0
56,4,258725,2,2,5,0,4,1,0,2397,46,39,1
20,5,296579,11,2,0,3,4,1,0,0,30,39,0
59,4,131452,15,2,4,0,4,1,0,0,59,39,0
34,4,395138,7,4,10,4,4,0,0,0,37,39,0
48,4,189571,12,2,4,0,4,1,6659,0,21,39,1
40,2,115693,11,0,8,4,2,0,0,0,40,39,0
36,4,282886,11,2,3,0,4,1,0,0,60,39,0
40,4,194510,11,2,3,0,1,1,3455,0,45,35,1
45,4,197966,9,2,13,0,1,1,0,0,40,3,1
38,4,224005,9,2,4,0,4,1,0,0,25,39,0
25,4,145218,11,0,3,3,4,1,0,0,44,28,0
43,4,194496,12,6,5,1,4,1,0,0,71,39,1
20,4,320317,11,2,14,3,4,1,0,0,56,39,0
26,0,179911,11,6,1,4,4,0,0,1626,40,39,0
38,2,93561,11,0,8,4,4,0,0,0,40,39,0
39,4,384474,5,2,8,4,4,1,0,0,40,26,0
27,4,281555,11,4,3,3,4,1,0,0,45,39,0
35,0,125510,11,2,4,0,4,1,0,0,40,39,0
24,4,128629,8,2,2,0,4,1,0,0,40,39,0
37,2,117927,11,2,3,0,4,1,0,0,84,39,0
57,4,43405,10,5,1,1,4,1,0,2411,47,39,1
37,4,123633,11,2,7,0,4,1,0,0,59,39,0
32,6,264054,11,2,3,0,4,1,0,0,59,39,0
25,4,148191,11,4,14,3,1,1,0,0,30,30,0
41,7,100962,11,2,4,0,4,1,0,0,40,39,0
46,4,121537,8,2,1,0,4,0,0,1989,40,39,1
36,4,499101,11,0,8,4,4,1,0,0,40,39,0
39,4,84273,12,4,10,4,4,0,0,0,21,39,0
35,6,116380,11,2,8,0,4,1,0,0,59,39,0
32,4,122466,11,4,3,2,1,1,0,0,40,0,0
35,4,146534,11,2,6,0,4,1,0,0,58,31,0
53,4,272219,2,2,3,0,2,1,0,0,47,39,1
36,4,138988,11,2,3,0,4,1,0,0,60,2,0
21,6,238898,11,2,3,3,4,1,0,0,10,39,0
36,4,270559,11,2,8,0,4,1,0,0,60,39,0
46,4,189068,12,2,10,0,4,1,0,0,24,19,1
34,2,289843,13,0,8,4,4,0,0,0,40,39,0
55,4,402171,15,3,7,1,4,1,0,0,40,39,0
44,1,139161,15,2,4,0,4,1,0,0,46,39,1
36,2,36033,11,0,8,3,4,0,0,0,40,39,0
54,4,55235,10,2,2,1,4,1,0,2376,60,39,1
46,4,270986,8,2,3,2,4,1,0,0,40,39,1
24,0,38965,15,2,0,0,4,1,0,0,59,39,0
43,4,241927,8,2,13,0,4,1,0,0,40,39,1
68,4,137425,13,2,8,0,4,1,0,0,40,39,0
25,4,532020,15,4,14,2,4,1,0,0,55,3,0
36,4,97096,15,2,4,0,4,1,0,0,40,39,1
26,4,42885,15,2,12,0,4,1,0,0,21,39,0
44,4,229970,11,0,8,4,2,1,0,0,40,32,0
52,4,294747,8,5,8,1,4,1,0,0,47,39,0
35,4,112554,11,0,7,4,4,1,0,0,40,39,0
48,0,82851,10,2,0,0,2,0,0,0,45,39,1
21,6,216358,11,6,12,3,4,1,0,0,18,39,0
36,2,281240,11,0,8,4,2,1,0,0,40,39,0
30,4,180762,9,4,10,5,1,0,0,0,22,12,0
36,4,260679,5,3,7,4,4,0,3621,0,40,39,0
34,7,89549,9,2,4,0,4,0,0,0,40,39,0
46,4,276111,11,2,4,0,4,1,0,0,45,39,1
35,2,259475,11,2,3,0,4,1,0,0,58,39,0
43,4,102497,15,2,4,0,4,1,0,0,40,39,1
23,4,219317,0,3,5,3,4,1,0,0,26,39,0
21,6,429505,11,2,14,3,4,1,0,0,59,39,0
36,4,164884,7,4,10,3,4,0,0,0,35,39,0
35,1,114659,11,2,3,0,4,1,7309,0,46,39,1
56,4,34053,2,2,5,0,4,1,100018,0,46,39,1
22,4,385135,15,4,10,1,4,0,0,0,36,39,0
21,4,147122,10,4,1,1,2,0,0,0,36,39,0
58,4,390146,2,5,2,1,3,1,0,2374,47,20,1
37,2,131540,11,2,4,0,4,0,0,0,40,39,0
65,6,188354,0,0,4,4,4,1,0,1629,24,39,0
20,0,305090,11,2,6,3,4,1,0,1635,23,39,0
19,4,83403,11,4,14,3,4,1,0,0,40,39,0
29,4,247448,9,2,10,1,4,1,0,0,20,39,0
39,4,244849,11,0,8,4,4,0,0,0,31,39,0
40,4,514991,5,2,7,0,4,1,0,0,40,26,1
54,4,299151,15,2,8,0,4,1,0,0,73,39,1
58,4,226240,2,5,8,1,4,1,0,2335,48,39,1
54,0,43462,2,2,0,0,4,1,0,0,59,39,1
39,4,217574,9,0,4,1,4,0,0,0,40,39,0
22,0,190396,11,4,0,2,4,1,0,1624,40,39,0
36,2,111715,11,0,8,4,4,1,0,0,40,39,0
20,4,446263,9,4,10,1,4,0,0,0,35,39,0
26,4,154906,5,3,7,4,4,1,3522,0,40,39,0
63,4,191757,0,2,12,0,4,1,0,0,29,39,1
41,4,610655,0,2,8,4,4,1,0,0,40,26,0
52,4,83945,10,5,1,1,2,1,0,2404,47,39,1
42,4,131779,9,2,4,0,4,1,0,0,70,39,1
26,4,440135,11,4,14,3,2,1,0,0,45,39,0
71,4,167977,0,6,13,1,3,1,0,1634,40,39,0
28,4,140357,0,2,5,0,4,1,0,0,23,39,0
65,4,153594,13,2,8,3,4,1,0,0,46,39,1
49,2,245664,10,5,8,3,4,1,0,0,47,39,1
33,4,174176,9,4,4,1,4,1,0,0,40,39,0
39,4,198442,9,0,8,1,4,1,0,0,73,39,0
63,4,129231,11,0,8,3,2,1,0,0,40,39,0
63,4,174441,0,6,8,1,4,0,0,0,40,39,0
38,4,407630,5,2,7,0,3,1,0,0,40,26,0
32,4,200018,9,4,10,1,4,1,0,0,40,39,0
29,0,117889,15,2,0,0,4,1,0,0,40,17,0
46,4,117712,9,2,4,0,4,1,0,0,40,39,0
21,6,237995,11,2,3,3,4,1,0,0,57,39,0
23,4,191085,9,4,4,1,4,1,0,0,40,39,0
48,4,205112,8,2,2,0,1,1,0,0,40,2,1
21,4,249300,11,2,3,0,4,1,0,0,57,39,0
44,4,197373,9,2,4,0,4,1,0,0,21,39,1
23,4,42953,9,2,5,0,4,1,0,0,40,39,0
58,4,149508,0,6,13,1,4,1,0,1630,40,39,0
40,2,117762,11,0,8,4,2,1,0,0,40,38,0
44,4,134574,15,2,4,0,4,1,0,0,50,39,1
24,4,192652,15,3,7,1,4,1,0,0,69,39,0
46,4,149440,11,2,4,0,2,1,0,0,22,3,0
34,2,142227,7,0,10,4,4,0,0,0,40,39,0
68,5,156194,0,6,3,4,4,1,0,1638,40,39,0
49,4,209449,11,0,8,4,2,0,0,0,40,39,0
21,4,388359,11,4,4,3,4,1,0,0,46,39,0
44,4,222783,15,2,4,0,4,1,0,0,59,39,1
48,4,222369,9,2,4,0,4,1,0,0,22,39,1
62,4,193147,9,2,12,5,4,1,0,0,23,39,0
23,4,187589,9,4,10,1,4,0,0,0,24,39,0
42,4,187815,11,2,3,0,4,1,0,0,45,3,0
55,4,53039,12,2,1,0,4,1,0,2371,46,39,1
53,4,186850,9,2,12,0,4,1,14488,0,40,9,1
63,4,205042,0,3,8,2,4,1,0,0,40,39,0
28,4,42202,0,2,2,0,4,1,0,0,46,39,1
22,4,92122,15,4,10,2,1,0,0,0,40,0,0
21,4,388628,9,4,10,1,4,1,0,0,31,39,0
20,2,61846,15,4,10,3,4,0,0,0,30,39,0
22,2,145500,11,3,8,3,4,0,0,0,31,39,0
47,4,582768,8,2,13,0,4,1,0,0,40,39,1
19,4,226667,11,4,6,3,4,1,0,0,58,39,0
19,4,140912,9,2,3,1,4,1,0,0,60,39,0
23,4,103242,15,4,10,3,4,0,0,0,40,39,0
54,4,65308,2,3,8,3,4,1,0,0,47,39,1
44,4,170330,14,2,2,0,4,1,0,0,46,39,1
24,4,154803,11,2,14,2,1,1,0,0,35,22,0
63,0,95868,11,4,0,4,4,0,0,1630,16,39,0
47,4,307077,8,5,3,3,4,1,0,0,49,39,1
23,4,123606,11,0,10,1,4,0,0,0,40,35,0
50,2,60801,2,5,2,1,2,1,6900,2375,62,39,1
36,2,127961,11,0,8,4,4,0,0,0,47,39,0
27,4,356732,15,4,10,4,4,0,0,0,35,39,0
50,4,306221,2,2,8,0,4,1,0,0,63,39,1
18,4,192847,15,0,12,3,4,0,0,0,31,39,0
20,6,169737,11,2,3,3,4,1,0,0,71,39,0
33,4,189722,9,2,13,0,1,1,0,0,40,28,0
